"V1" "V2" "V3" "V4" "V5" "V11" "V12" "V13" "V14" "V15" "V21" "V22" "V23" "V24" "V25" "V31" "V32" "V33" "V34" "V35"
"11819" 6 8 18 11 10 1 9 9 3 2 19 13 21 17 7 30 20 16 16 17
"11820" 75 61 36 49 72 34 19 44 28 43 15 5 3 0 2 8 50 13 27 5
"11821" 514 373 451 316 487 244 197 199 133 252 541 457 450 382 328 500 424 583 492 986
"11822" 6 20 3 8 6 0 0 0 0 0 1 2 5 1 5 0 0 0 0 0
"11823" 10 13 7 20 7 5 5 13 2 5 1 2 1 11 24 0 0 0 0 0
"11824" 1561 1258 1344 1626 1661 1719 1834 1744 2336 2402 926 1015 1451 789 945 1625 2366 1904 1957 2747
"11825" 424 366 457 447 402 593 526 453 674 550 683 761 599 521 600 680 559 891 583 641
"11826" 0 0 0 0 0 23 34 35 25 38 24 15 11 4 10 2 5 1 13 6
"11827" 1063 1118 773 1288 1412 1459 1238 1068 1439 1074 2063 1559 1290 1246 1073 1531 1413 1350 1530 1298
"11828" 642 1005 965 755 749 884 1253 803 937 1055 966 1370 1066 966 1418 1175 988 1372 1501 1615
"11829" 1004 829 1070 773 481 989 1156 1122 776 1197 1093 1105 1051 907 1097 1277 1075 1034 1292 1159
"11830" 4191 3952 2983 3525 4124 3896 3316 4460 4592 3983 3176 4155 3549 4257 3999 3647 4582 3148 4189 4573
"11831" 1930 1513 1252 1722 1347 1628 1580 2167 1267 1369 1074 852 655 833 970 1377 1149 1155 1168 1334
"11832" 329 401 445 582 479 308 288 305 339 328 461 391 526 442 340 240 283 341 276 300
"11833" 103 88 77 82 96 0 0 0 0 0 26 6 6 26 12 41 39 68 113 52
"11834" 1862 1575 1758 1406 1765 2223 1318 1646 1927 1630 1090 1117 1085 1153 988 1924 1937 2060 2012 2020
"11835" 941 883 849 903 807 684 653 1104 919 767 1049 975 802 779 824 817 876 1029 947 1317
"11836" 9 16 34 8 14 99 109 122 66 87 97 129 128 84 159 40 18 81 45 34
"11837" 877 857 1020 930 834 1171 1041 1026 1409 1549 1428 1745 1280 1362 1694 1273 1012 1250 1701 1597
"11838" 3409 3257 3421 3312 3774 1863 1845 3247 3386 3145 3261 3250 2520 2481 2902 2916 2676 2769 4421 2309
"11839" 900 710 1061 776 573 2050 1561 1159 1036 1824 1557 1871 1521 1808 1505 796 743 619 709 898
"11840" 4636 4647 4792 6223 5911 6745 10655 8895 7637 7229 7392 6065 6913 7020 6971 5611 5849 5932 5252 4873
"11841" 9060 9425 8954 8665 8648 7590 6189 6058 8586 6370 6521 6592 8562 8123 8321 7863 10010 4951 5172 6201
"11842" 28 41 22 56 22 360 194 396 202 395 40 33 25 40 37 101 131 226 133 106
"11843" 254 268 268 201 181 14 24 36 58 22 24 105 77 78 86 68 103 88 83 60
"11844" 36 21 25 25 51 65 87 54 104 62 103 36 66 73 80 111 75 65 152 119
"11845" 98 112 64 114 141 107 86 82 106 106 28 27 10 13 43 103 94 113 108 110
"11846" 585 726 827 603 487 137 184 143 240 221 812 529 458 434 554 253 465 368 365 230
"11847" 385 416 827 638 603 824 791 747 949 963 586 574 399 503 465 873 1177 952 1032 1110
"11848" 45 29 23 35 24 94 78 81 104 122 21 28 38 56 55 33 13 26 41 23
"11849" 2568 1723 2408 2482 1921 813 858 1008 915 734 829 1208 1188 885 1057 1453 1259 1479 1540 1235
"11850" 82 18 51 57 28 17 96 35 23 15 69 43 56 45 55 3 12 18 17 13
"11851" 1609 2154 1406 1489 2438 1624 1516 1481 1305 1269 1021 886 768 1086 812 1521 2094 1541 1084 1648
"11852" 4 20 3 16 31 10 17 12 13 12 22 4 6 16 2 6 5 9 3 6
"11853" 1977 2560 1756 1684 1673 1506 1150 1567 1644 1877 2791 3122 3043 2935 3523 1892 1764 1718 1961 1702
"11854" 524 734 719 557 474 960 1048 1012 938 732 420 337 409 308 363 890 758 654 521 886
"11855" 9 0 4 5 1 1 14 11 7 15 0 0 0 0 0 0 0 0 0 0
"11856" 298 323 226 271 355 169 164 113 150 219 120 331 138 159 145 416 567 594 524 534
"11857" 83 102 74 78 103 125 92 89 71 72 235 125 106 221 146 335 286 197 310 235
"11858" 46 86 18 28 42 16 31 17 20 21 16 20 38 36 12 23 4 22 25 14
"11859" 2655 2279 2003 2367 2628 2861 3471 2629 2586 2653 1621 1548 1979 1592 1625 2407 2138 1955 1913 2855
"11860" 172 71 130 101 134 71 82 71 73 35 147 143 64 137 137 21 74 79 91 37
"11861" 8480 7238 6937 7198 6576 8988 7499 7510 6783 8166 6658 6602 4175 5797 6838 8390 6865 8350 7409 7816
"11862" 577 552 520 242 527 392 423 468 214 515 371 353 333 341 384 553 377 413 349 377
"11863" 878 1292 1384 957 1093 676 879 1169 871 493 363 491 275 319 289 958 886 919 1430 1027
"11864" 671 920 1182 1134 1012 874 660 1121 1123 1149 1440 1601 1767 1569 988 959 1094 1146 1118 794
"11865" 2921 2893 2222 3097 2661 3969 3551 3538 3074 3417 2432 3227 3289 2390 2580 2858 2244 2914 3171 3111
"11866" 165 81 120 153 75 91 224 270 132 174 96 247 217 142 168 88 65 139 168 110
"11867" 299 331 612 295 464 444 478 528 425 418 548 690 677 747 752 659 520 631 590 552
"11868" 515 564 651 561 707 535 500 811 473 626 683 989 610 630 866 470 567 642 638 657
"11869" 4102 3703 4792 3489 4895 5100 5419 5356 5755 6048 3023 4188 4530 4814 4318 3021 3586 3441 3327 2703
"11870" 207 213 284 273 280 276 398 236 198 340 145 216 175 135 215 385 561 459 297 443
"11871" 7302 8728 9416 6495 10030 10381 9359 11484 8647 10376 8374 7644 8329 5880 7402 11053 11901 12961 11305 7431
"11872" 156 165 79 90 156 18 14 43 40 26 35 26 28 37 13 100 114 58 169 216
"11873" 402 397 351 530 514 300 385 450 373 476 263 302 315 197 215 187 262 314 258 398
"11874" 1896 1551 2326 2143 2262 2650 3091 2930 2532 3230 3332 4056 3666 3111 3054 2939 2025 1622 3451 2101
"11875" 1238 902 1072 1137 1270 924 1683 1367 1150 1048 1184 1325 1295 1382 991 1402 1626 1577 1552 1295
"11876" 1064 847 824 1154 1223 1416 1602 1378 1775 1883 1288 884 1152 1132 974 798 844 879 1133 962
"11877" 1842 2718 1750 2978 2400 3206 3413 4151 4505 3294 1729 1884 1945 848 2140 2034 2092 2684 2645 2181
"11878" 110 99 136 150 94 27 56 75 65 56 103 77 43 57 85 133 87 88 96 142
"11879" 2166 2530 2347 1860 2499 3597 4579 4088 2931 3964 2854 2802 3180 2794 3114 3449 2515 3850 2692 2696
"11880" 626 479 619 670 690 968 1066 995 893 1147 561 873 720 720 549 1497 1048 1152 838 865
"11881" 6773 7187 5118 5730 5663 10447 11184 11879 11625 9521 13340 14659 12914 12275 12528 9253 7991 9386 9296 8765
"11882" 173 158 164 177 70 365 342 480 365 521 515 574 326 417 317 282 277 247 232 201
"11883" 98 132 130 107 91 49 52 87 59 84 39 25 42 16 62 104 56 48 78 136
"11884" 92 106 86 69 89 74 54 112 83 99 79 44 75 86 115 67 67 144 46 76
"11885" 515 532 550 1040 450 464 579 486 654 548 678 819 573 652 663 264 309 177 385 366
"11886" 2150 2144 2130 1788 2123 1861 3694 2886 4139 3331 2925 2666 4025 2433 2682 2796 1679 2049 2104 2117
"11887" 70 78 81 81 101 47 46 61 41 31 221 208 184 152 212 61 80 100 42 60
"11888" 722 580 832 724 324 740 568 502 644 590 712 574 533 800 728 359 423 498 282 520
"11889" 2 9 6 16 2 38 56 14 54 46 19 12 16 13 17 39 20 22 15 34
"11890" 38 23 47 64 26 14 17 22 19 12 24 52 34 49 46 18 12 18 17 26
"11891" 418 256 263 247 280 276 451 302 238 315 818 698 753 905 578 110 197 282 159 122
"11892" 58 48 87 63 70 54 30 29 40 18 18 18 26 45 32 41 40 68 46 89
"11893" 4988 7235 5319 6375 5948 5122 6684 5893 6946 5718 4737 5210 3900 6237 3815 10176 9669 8780 8367 8275
"11894" 70 91 95 155 142 51 33 36 25 108 105 137 127 173 149 80 61 84 99 60
"11895" 2186 2005 2130 1666 1963 2188 1630 1475 1623 1255 2346 2285 2218 2448 2620 1887 2829 1367 2263 2067
"11896" 173 144 168 157 306 296 272 238 216 218 93 167 194 189 353 138 153 157 212 199
"11897" 83 121 95 94 60 34 28 5 17 6 0 0 0 0 0 26 26 7 19 13
"11898" 28 15 20 46 23 142 141 149 138 146 143 211 186 76 161 64 89 91 63 112
"11899" 117 157 270 96 267 267 226 227 196 179 152 250 206 219 128 276 153 267 244 446
"11900" 4869 7136 8586 6208 4010 6677 5276 7186 4292 4949 6927 5671 5131 5885 5005 4766 3361 5330 4872 5163
"11901" 27 13 19 38 12 26 33 26 38 26 24 26 32 6 29 53 81 51 54 70
"11902" 784 942 770 983 752 406 532 412 671 645 1121 514 433 689 668 733 548 852 405 632
"11903" 0 3 2 1 3 9 3 7 0 0 7 2 20 0 9 4 20 10 6 4
"11904" 688 714 614 684 591 408 284 757 446 716 222 173 225 212 191 317 267 324 398 348
"11905" 1291 1464 1330 1512 1641 1662 1633 1728 1548 1792 1554 1311 1735 2574 1767 2013 2471 1815 2112 2174
"11906" 129 123 90 73 151 144 119 57 126 93 70 89 174 87 141 296 303 179 313 307
"11907" 10582 10610 9147 10497 10333 7818 12099 9791 8992 9052 8038 6519 7583 6298 6953 10769 12622 17099 13984 15879
"11908" 5546 5488 5142 5672 5596 6186 5472 5777 6077 5820 6376 5412 5331 6619 6723 4168 6003 6438 4555 6245
"11909" 200 130 196 153 279 93 154 122 158 118 116 129 110 74 87 160 78 208 180 135
"11910" 413 679 342 637 424 390 410 399 330 368 348 279 448 319 316 440 591 534 417 530
"11911" 275 302 156 267 235 527 323 462 545 404 229 225 277 360 294 449 336 418 351 276
"11912" 1029 882 844 1167 1016 910 614 671 814 704 553 619 544 550 631 1606 1441 1384 1335 1074
"11913" 13 20 9 8 23 48 46 70 56 60 89 188 251 106 234 27 101 56 150 20
"11914" 14271 15449 10312 11823 10480 11657 12010 11081 14835 16749 12417 9821 10424 12354 10690 16256 15889 16692 16575 16140
"11915" 3126 2941 2965 3043 2843 3643 4573 3811 4025 4111 3259 3151 4177 3168 3478 3173 4813 3643 3053 3558
"11916" 2 9 12 9 12 104 169 164 133 106 111 75 64 79 65 115 98 106 137 103
"11917" 299 146 174 326 268 485 589 449 647 600 658 380 501 325 518 417 448 345 364 288
"11918" 556 534 505 622 607 255 229 270 230 237 183 243 199 342 144 280 197 278 303 484
"11919" 219 238 218 306 186 491 316 320 373 301 137 120 277 163 288 262 206 389 335 289
"11920" 2432 2446 2322 2637 2231 1269 1513 1544 1579 1354 1431 1842 1949 1826 1577 1341 1261 1159 1988 1328
"11921" 5609 5478 5402 4254 5889 5056 5006 4723 5290 5146 3722 3752 4175 4414 3729 5262 4527 4618 5956 4543
"11922" 2666 2837 1998 3559 3351 2590 2481 1928 1931 2308 1968 2322 1947 2078 2128 1478 1558 1355 1496 1431
"11923" 9 11 16 8 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11924" 313 234 168 383 152 126 126 158 165 137 300 189 161 160 201 63 49 62 71 65
"11925" 2637 2796 3060 2383 2746 2878 3096 3165 3736 3574 2737 2826 2282 2677 2887 2652 2746 3124 3228 2736
"11926" 52 50 37 46 45 20 16 7 12 20 4 16 17 14 10 10 15 11 23 16
"11927" 596 503 670 594 613 955 1388 1419 1493 1374 1031 1154 1093 923 1014 691 826 655 641 523
"11928" 913 657 869 1112 791 490 705 476 863 770 814 871 963 936 901 427 450 567 521 489
"11929" 8441 8529 8941 9426 6764 6479 7668 6102 7363 6196 8359 7573 8586 7102 7445 7117 6648 6854 6413 6243
"11930" 8040 9592 8780 10290 5970 4739 5772 5787 5433 6101 7795 8013 6343 7335 7138 5035 5271 5539 6026 5555
"11931" 1970 1980 1603 1725 2009 1824 4380 2216 3396 3188 3367 2441 3370 1493 1894 2144 1943 2267 2416 2097
"11932" 284 245 289 653 410 417 424 235 306 357 217 379 288 428 462 285 245 122 251 185
"11933" 2365 2096 2451 2380 2598 2940 2959 2381 3295 3271 1544 1479 1434 1180 1376 3820 3803 3239 3400 2667
"11934" 7293 8161 7312 5669 7725 4938 6296 8367 6985 6075 6282 7929 8299 6522 5862 8482 7299 6102 5761 9767
"11935" 367 544 506 287 379 261 437 281 349 455 174 173 126 117 130 120 102 96 272 260
"11936" 248 127 122 418 287 94 125 143 137 86 207 98 166 172 148 147 104 173 109 228
"11937" 2727 2897 3650 4331 3448 4483 5014 3824 6416 3452 3143 3709 3989 4731 3544 3805 3451 3766 3815 3761
"11938" 436 391 349 321 484 892 776 583 738 564 447 890 678 695 686 327 378 426 396 399
"11939" 12979 11963 10998 11839 8838 9894 9291 9780 8972 10419 10105 9476 8840 6922 9499 10046 10452 10189 8561 9459
"11940" 2908 2555 3510 3421 3047 3104 2199 2470 1983 2259 1276 2872 1764 2071 2121 1795 2053 1792 2821 2086
"11941" 1412 1395 1280 1678 1537 1863 1345 1389 1374 1195 1212 1697 2002 1096 1136 2063 2259 1715 2296 2144
"11942" 34 4 8 6 13 0 0 0 0 0 0 0 0 0 0 8 2 4 6 2
"11943" 1490 1205 1236 1365 1273 666 955 1148 875 1082 563 558 833 755 654 1289 1670 1750 730 1066
"11944" 471 194 198 170 458 257 345 321 286 282 271 265 177 181 187 315 297 180 279 357
"11945" 90 115 103 120 53 132 107 119 138 142 46 64 79 49 96 84 42 26 70 68
"11946" 2218 2178 2237 2540 3264 5417 3532 3087 2409 3510 3914 3880 2702 3218 2972 2980 2689 3012 2785 3377
"11947" 395 325 232 418 264 244 315 223 269 293 490 786 630 559 394 324 284 187 422 217
"11948" 4983 4578 3840 4076 3850 3819 3414 3047 3501 3614 4158 3864 3866 3889 3250 3395 3973 3591 4441 3401
"11949" 5717 6948 5016 8774 5451 6335 7087 6912 7086 7283 8178 7378 7701 7758 8223 5371 8799 5174 5900 7214
"11950" 3379 3334 3403 2607 2486 3184 2876 2986 3056 3152 4036 4717 4051 4356 4031 3127 4487 4990 4824 3880
"11951" 0 6 0 12 8 0 2 24 8 0 3 1 1 1 3 0 0 0 0 0
"11952" 6393 4953 7495 5789 4832 4168 4515 7362 4288 4028 6823 8004 8241 5878 5128 7063 6193 5285 6646 8008
"11953" 61 21 32 20 46 10 8 6 6 12 134 126 72 70 87 27 37 69 72 26
"11954" 1135 978 1070 923 1039 580 581 565 570 452 1332 1563 1512 1484 1290 1264 1014 1048 1238 1064
"11955" 1020 881 892 696 720 877 590 639 571 585 493 672 395 538 589 912 812 1182 1122 737
"11956" 3009 3146 3271 3051 3102 6870 8395 8021 6706 6343 6357 6193 7101 6517 5170 1882 2362 2547 2576 1909
"11957" 334 520 418 625 671 231 165 197 210 151 338 282 346 330 287 173 190 246 171 359
"11958" 3016 3947 3877 3353 3529 3009 2488 3193 4836 2862 3969 4248 3798 4279 3761 2871 2734 2835 1680 2956
"11959" 549 438 579 367 473 605 463 485 557 421 551 657 380 513 628 665 536 725 847 828
"11960" 599 753 663 559 626 122 225 206 300 305 506 461 395 497 400 421 550 396 491 438
"11961" 634 804 651 771 798 589 540 566 644 656 770 724 612 911 547 336 188 177 343 259
"11962" 250 226 270 358 184 497 370 371 360 354 285 190 445 345 334 351 403 444 318 129
"11963" 7 4 6 6 24 0 0 0 0 0 14 6 19 4 11 3 7 5 6 10
"11964" 105 105 69 101 134 242 119 110 108 207 25 48 27 18 23 78 98 90 135 128
"11965" 262 334 256 183 409 64 91 52 59 79 119 65 146 93 146 212 189 177 140 284
"11966" 607 599 372 414 571 415 365 411 498 536 837 865 538 679 392 522 382 530 354 541
"11967" 932 1141 1133 1116 1015 561 615 475 729 770 778 979 1064 810 963 1508 934 1234 1166 1141
"11968" 2 10 14 4 1 26 12 31 26 28 18 18 15 5 8 24 13 14 8 10
"11969" 9031 7847 7662 7106 8453 8724 10605 12912 8188 10138 5794 6100 4910 7164 5566 6629 8206 9008 10652 6507
"11970" 561 686 481 460 382 189 129 197 169 162 145 181 191 197 194 45 54 121 98 43
"11971" 21 14 15 28 13 41 44 95 53 70 19 36 51 29 74 26 85 72 35 56
"11972" 229 253 125 252 237 267 321 374 339 374 257 357 421 316 183 519 408 618 615 505
"11973" 100 65 108 92 62 200 83 75 95 111 78 89 80 93 75 80 19 88 60 68
"11974" 86 80 117 79 98 85 106 115 53 128 180 181 153 248 231 105 84 80 140 168
"11975" 1025 884 883 762 888 237 446 298 240 321 925 753 900 789 781 631 1766 912 410 538
"11976" 4 4 21 0 0 13 18 23 13 23 0 0 10 2 0 0 0 0 0 0
"11977" 284 138 202 179 266 49 68 38 137 63 155 106 69 133 67 37 54 61 66 34
"11978" 925 916 703 573 488 780 614 663 616 703 630 772 700 759 998 614 838 891 835 570
"11979" 1207 1379 1377 1513 1595 1007 1160 890 1382 1453 1604 1476 1249 1429 1268 1357 1524 1202 1837 1312
"11980" 1531 1799 1285 1951 1679 843 1008 675 666 777 594 764 584 761 703 1535 1344 1371 1109 1332
"11981" 561 628 657 712 780 933 631 805 629 644 646 831 694 838 952 510 393 588 344 258
"11982" 142 120 118 106 95 61 41 45 67 42 1 2 5 1 1 0 0 0 0 0
"11983" 34 26 29 26 27 9 21 17 31 28 53 47 45 59 41 24 35 46 29 49
"11984" 0 0 0 0 0 0 0 0 0 0 7 9 2 6 4 7 4 5 3 1
"11985" 0 0 0 0 0 11 12 43 52 10 1 15 2 1 3 25 45 13 16 70
"11986" 3825 3828 4709 4063 3733 2774 4593 4787 3870 3449 4243 3702 3775 3824 4170 2788 2615 3037 2998 2758
"11987" 4625 5000 6232 4966 5241 5187 6024 4334 4752 4090 6259 6776 5728 5795 6330 7083 5949 8518 5445 5234
"11988" 49 42 23 21 30 8 9 2 2 12 33 38 36 24 38 5 3 2 7 7
"11989" 6650 6985 6657 7415 7665 8529 9905 6062 7186 6068 6347 5301 5933 6437 5658 6681 7390 10458 6404 8594
"11990" 4849 4756 5325 4339 5522 3070 2653 3166 3418 3032 4333 3944 3608 2409 3309 2092 3128 2290 2257 2687
"11991" 432 344 612 358 395 317 329 266 253 301 821 785 524 407 598 160 268 239 280 243
"11992" 2598 2897 3255 2138 3268 2661 3074 2647 2874 2520 2254 2329 2182 2339 2351 1583 1180 1633 1326 1633
"11993" 6 6 10 6 4 26 14 8 4 5 32 40 15 29 12 66 28 38 32 23
"11994" 52 46 17 30 38 20 23 22 36 30 23 20 46 25 19 14 21 16 15 18
"11995" 3 0 5 2 10 3 6 9 10 28 24 22 19 14 30 0 0 0 0 0
"11996" 3226 2922 2899 2947 2943 4891 4011 4071 4065 5328 3762 4264 3628 3975 4099 1974 2080 1959 2382 1580
"11997" 3 18 4 11 5 100 82 63 57 59 0 0 0 0 0 7 8 10 14 25
"11998" 711 707 802 730 765 504 552 514 531 639 232 465 233 292 392 1493 1689 1195 975 1235
"11999" 484 515 956 704 959 1031 906 885 833 841 1373 1087 1348 973 1234 749 628 387 554 551
"12000" 4488 3274 4107 3957 4323 2619 2490 2672 2587 2720 2075 3265 3897 3212 3462 2363 2136 2418 2157 1897
"12001" 31 35 81 71 67 9 33 12 7 8 78 12 14 64 56 22 28 23 13 20
"12002" 5672 5710 4550 5094 5899 6891 6198 7042 7404 5237 7860 6309 6788 5630 6754 3973 4058 4674 4537 4759
"12003" 2473 2388 3732 3407 4039 2368 2758 2751 2932 2809 2891 3994 4134 4580 4010 3265 2830 1833 2139 3114
"12004" 1282 1041 1042 1966 1457 1690 1242 1292 1412 1236 2390 2345 1871 1925 1916 1810 1545 1382 1227 1502
"12005" 3260 2891 2773 4409 3160 2325 2480 2498 2275 2697 2513 2495 2023 3013 2698 1517 1509 1348 1894 1839
"12006" 74 122 112 125 128 319 153 200 205 173 140 202 162 236 135 155 127 161 131 203
"12007" 384 157 195 146 221 367 343 415 331 419 280 133 175 137 175 461 412 231 198 469
"12008" 1110 973 1179 1131 736 955 857 976 920 932 1176 961 1068 927 1265 1328 1163 1398 1404 1284
"12009" 612 636 631 604 886 593 619 500 658 897 563 1033 470 494 501 748 1039 882 786 907
"12010" 497 485 639 619 473 765 769 628 777 579 714 437 591 713 479 535 472 481 687 631
"12011" 1267 1155 1270 1252 1427 1231 991 1133 1380 1001 1495 977 1028 976 973 1475 1717 1839 1794 1498
"12012" 2337 1777 2060 1958 1477 3038 3270 2546 2194 2660 3145 1556 2304 2242 2512 2566 2411 2687 3498 3265
"12013" 2146 2447 2038 2528 2686 3655 4010 3278 5258 3575 3986 3818 4055 3782 4086 4698 4261 4267 4652 4245
"12014" 2498 2192 2572 2131 2209 2292 1813 1913 2311 1878 1211 1390 1450 1239 1052 1906 1901 980 1959 2128
"12015" 2845 2686 2709 2685 2711 2419 1924 2194 2558 1960 2756 3124 2876 2757 2475 1892 2097 2752 1937 1971
"12016" 141 204 127 277 117 110 137 146 202 163 116 101 138 145 127 139 81 164 101 145
"12017" 416 435 490 464 541 549 423 772 542 669 315 289 254 295 218 198 285 135 130 85
"12018" 5360 5194 4924 5686 4639 2104 2159 2649 2279 2148 5135 6391 4693 4626 4191 4547 5036 4583 3940 5021
"12019" 6298 5661 5881 6459 5115 2610 2316 2846 3095 2543 5265 5106 4480 4394 4388 5807 5404 5641 7070 6632
"12020" 3248 2736 3379 3251 3403 3917 4396 4331 4223 3840 5069 6098 5760 5152 4379 2996 3231 2861 3224 3422
"12021" 367 407 419 531 542 301 500 242 265 177 316 467 401 487 438 469 588 509 590 666
"12022" 211 100 164 126 210 292 217 101 171 219 413 349 280 389 318 197 164 230 85 146
"12023" 3460 2789 3420 3593 2873 3447 3914 5100 3516 3128 3056 2792 2593 2499 3185 2419 2228 2827 2056 2253
"12024" 5 20 7 7 5 42 27 58 93 27 38 24 21 2 22 2 12 8 7 13
"12025" 97 134 121 257 147 26 31 51 146 63 117 52 68 66 79 76 45 112 100 66
"12026" 980 740 1169 823 693 748 633 757 821 961 1081 1002 961 828 1018 704 702 666 911 807
"12027" 366 480 455 383 409 601 503 654 563 752 791 779 831 715 746 710 451 211 474 515
"12028" 0 0 0 0 0 14 3 2 13 0 2 0 10 0 1 10 19 22 22 22
"12029" 2163 2027 1990 2406 2536 1607 2180 3256 2557 2496 1732 1894 2154 2522 2257 3030 3012 3473 3551 2751
"12030" 3178 3875 3659 3617 3524 2963 2940 2892 2918 3349 3950 5311 5094 3976 3965 3015 4098 4722 4675 4353
"12031" 159 92 93 140 126 60 74 57 72 88 320 319 252 184 309 121 97 146 115 185
"12032" 7701 6710 6744 5799 7374 8033 8302 6829 7564 7827 4952 5286 5605 6191 4947 8331 7006 4906 5266 7227
"12033" 3980 4280 3948 4463 4654 3815 3423 3940 3604 3417 5054 3439 3068 3495 3220 3797 5658 6276 4142 6151
"12034" 283 459 333 300 433 750 784 712 621 513 481 509 471 465 459 424 227 187 217 257
"12035" 54 37 59 41 100 2 17 8 7 7 21 7 31 28 18 31 17 23 43 14
"12036" 706 618 567 707 504 544 733 438 506 472 503 407 282 629 392 669 542 578 566 561
"12037" 34 30 35 25 27 25 56 108 34 57 12 12 34 19 22 26 26 22 17 35
"12038" 452 352 1021 445 688 335 363 509 173 240 469 480 255 397 388 355 249 302 397 357
"12039" 1640 1868 1882 1556 1738 2177 2071 2275 2003 2646 1891 2634 2593 2163 2232 2224 2200 2252 2248 1753
"12040" 325 355 324 246 155 213 287 279 262 437 402 749 749 526 751 765 630 336 442 285
"12041" 2721 2500 3052 2478 2978 3580 2993 2761 2704 3731 2261 2111 2571 2817 3161 3398 2942 3433 3482 3491
"12042" 2187 1624 1951 2152 1380 1525 2038 1640 2305 1825 2197 2216 2207 1964 1837 1566 1874 1634 1871 2007
"12043" 1100 1064 1236 1319 984 2106 1586 1469 1930 1589 1829 1913 1253 1531 1188 1435 2143 1177 1769 1786
"12044" 302 349 363 311 360 405 282 402 271 400 430 316 320 332 322 653 375 636 437 340
"12045" 4530 4197 5501 4678 5281 4168 4601 4760 3923 4143 6069 3796 4945 4608 5565 4084 3910 3041 3279 3632
"12046" 5689 5162 4570 5831 5302 6701 5221 6467 5125 5557 6272 6199 5539 6026 6067 4986 5948 6208 6090 6246
"12047" 667 722 698 853 734 647 740 519 541 654 372 331 400 219 362 682 661 616 581 695
"12048" 34 41 47 27 70 18 26 30 24 22 26 21 54 17 9 18 5 6 12 4
"12049" 108 152 83 134 104 157 47 55 65 211 79 78 69 96 76 67 70 38 47 47
"12050" 28 20 15 18 8 83 71 35 87 90 2 16 10 8 4 42 41 16 29 33
"12051" 113 21 40 92 31 19 27 9 8 41 87 74 61 61 47 33 20 61 32 11
"12052" 63 93 218 110 113 91 54 73 145 54 115 196 141 260 264 51 88 81 115 45
"12053" 179 127 177 252 148 135 80 62 116 158 158 157 186 199 148 225 201 216 133 190
"12054" 0 0 0 0 0 8 14 8 16 13 0 0 3 3 2 11 0 3 2 5
"12055" 5099 8881 7334 5733 8628 7888 9148 8408 9815 9236 10594 9927 7860 11219 9930 8271 11297 7735 11784 8672
"12056" 198 151 119 158 111 82 122 68 65 51 96 87 74 42 63 52 47 21 53 39
"12057" 3284 2867 2931 3455 4009 4497 3127 3255 3540 3403 1749 1547 2027 2157 2156 2832 2808 2602 2568 2162
"12058" 134 83 127 92 132 240 214 227 160 192 216 213 154 328 261 281 124 204 151 72
"12059" 344 458 244 433 388 521 458 315 451 449 308 204 250 301 510 484 463 397 525 479
