"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_7121" 1122 1087 1319 1481 1101 1628 1016 1558 1663 1408 1294 1256 433 1090 910 998 683 690 569 575 547 710 781 498
"gene_7122" 297 686 475 585 454 522 751 723 477 715 604 652 288 622 537 381 441 287 560 688 717 611 607 605
"gene_7123" 842 839 834 769 945 894 1237 1159 1136 855 887 1192 1023 1007 882 1038 795 1327 828 658 894 772 621 678
"gene_7124" 2045 2019 2060 2044 2198 1797 1043 890 1089 930 921 968 1941 1931 2105 1833 2128 1708 2295 2417 2653 2359 3057 1928
"gene_7125" 1832 1596 1636 1482 1605 1249 1026 927 1145 993 1313 1289 895 1378 1203 988 841 969 1070 1434 920 992 941 1268
"gene_7126" 8671 10198 8250 13814 9141 9239 10029 10468 7290 10973 11436 9512 9960 13777 10518 10808 10410 11791 6749 8927 8495 7342 7585 9621
"gene_7127" 14 28 50 53 23 78 37 24 29 16 28 24 40 48 67 63 23 98 28 26 38 34 57 7
"gene_7128" 8 11 17 15 22 16 2 4 8 5 14 1 135 76 112 137 106 157 73 55 53 84 63 102
"gene_7129" 4 11 2 2 1 4 0 0 6 5 1 4 11 27 18 33 22 21 103 20 65 49 76 44
"gene_7130" 8 0 3 4 2 4 13 17 8 10 42 9 23 23 5 16 8 7 29 30 24 42 25 20
"gene_7131" 2851 3130 1540 2366 1606 2287 2083 2009 1852 1748 1880 1837 1604 1724 1692 1514 1362 1752 2862 2816 3663 2719 2671 3354
"gene_7132" 0 0 0 0 0 0 10 5 2 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_7133" 2532 1810 1925 2455 1498 2261 1097 1458 1551 1265 1170 1777 1688 1888 1689 2096 2086 1984 2319 2322 2179 2009 2366 2206
"gene_7134" 748 729 601 561 690 674 886 1066 983 949 1094 924 909 842 1407 836 821 1083 1543 1070 1039 1245 1305 941
"gene_7135" 735 879 871 510 528 597 696 764 510 520 613 773 233 215 249 329 362 323 1344 827 716 1068 1060 1042
"gene_7136" 92 162 91 202 122 158 221 258 254 261 227 197 469 245 322 365 408 318 273 308 591 370 254 338
"gene_7137" 3355 3041 3054 2844 3007 3508 2946 2641 2432 2350 2939 2993 2264 2679 1954 1738 1957 1774 2525 2893 2475 2250 2608 2334
"gene_7138" 52 27 20 34 33 37 11 24 41 73 53 56 60 60 67 88 58 92 112 187 101 86 71 65
"gene_7139" 343 292 250 359 315 235 228 174 384 285 331 302 308 320 436 273 391 264 202 247 201 338 212 400
"gene_7140" 77 88 111 70 102 79 92 163 233 137 147 77 199 92 159 118 81 126 253 39 87 54 186 61
"gene_7141" 384 363 548 497 523 782 1009 787 777 888 776 870 872 740 957 567 651 996 479 402 234 474 453 216
"gene_7142" 99 94 107 108 141 123 25 23 26 32 34 19 101 89 122 64 26 100 72 83 70 64 41 62
"gene_7143" 5708 7949 5950 5531 7585 7472 7941 6977 8169 7773 9620 6751 10674 11795 8375 10630 9403 10206 5704 8449 6093 6266 5543 6054
"gene_7144" 4 1 3 1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 19 3 4 4
"gene_7145" 6871 7832 7093 8327 6645 8108 9864 9691 9622 8804 8120 8303 8802 7881 7950 8458 7196 8193 8947 6934 7468 7391 6721 7191
"gene_7146" 2952 2675 4366 3131 2863 3536 3317 3100 2813 3991 3398 3325 3602 3335 3502 3063 3579 3033 2033 1948 2264 2380 2240 2527
"gene_7147" 615 799 668 1062 725 573 1160 1131 1354 1318 1300 1008 381 429 388 412 451 413 1435 648 711 857 806 1044
"gene_7148" 10537 11903 9607 10905 9705 9500 12657 9656 6547 8204 7093 7008 9382 8625 8820 10040 8918 7540 7286 10781 10494 8970 9753 8362
"gene_7149" 182 109 130 144 150 132 101 88 69 98 140 57 129 110 109 146 205 169 70 140 95 80 90 96
"gene_7150" 0 0 0 0 0 0 0 0 0 0 0 0 4 5 17 4 4 12 0 0 0 0 0 0
"gene_7151" 61 63 97 97 83 75 65 74 100 75 91 69 152 131 109 94 118 168 75 55 79 64 72 53
"gene_7152" 279 346 594 395 521 339 423 569 548 275 256 303 342 354 403 422 444 337 345 475 469 374 468 440
"gene_7153" 945 862 473 434 752 535 844 637 932 1007 749 835 1103 623 1279 640 848 965 804 615 770 803 780 630
"gene_7154" 2124 1838 2181 2038 2229 2472 1959 2007 2194 2339 1824 2152 1804 1604 2178 1762 1685 2241 1865 1983 1768 1749 1801 1704
"gene_7155" 3267 4454 3256 2809 2812 3039 3055 2748 3631 5612 3452 2379 2873 2866 2765 3234 4030 3116 4471 5339 5395 5809 4431 4354
"gene_7156" 283 246 378 304 160 264 176 201 337 145 252 253 223 280 318 284 280 246 370 402 292 191 334 405
"gene_7157" 821 1035 709 920 686 1239 748 906 879 746 1059 993 985 1020 871 1128 1259 883 1358 1108 1172 834 1178 1076
"gene_7158" 40 37 25 21 62 48 104 105 115 102 157 97 71 85 101 93 82 59 187 221 98 86 238 149
"gene_7159" 414 416 446 473 392 384 587 614 532 604 511 500 494 596 459 503 379 543 297 664 634 696 542 347
"gene_7160" 4209 5149 4747 4761 4848 5318 2614 3809 3670 4449 3880 3121 4085 4087 3731 3996 2631 2965 2889 3116 2819 3620 2815 3205
"gene_7161" 22 24 17 24 22 33 68 86 61 47 82 90 17 18 10 11 19 19 12 22 25 20 15 7
"gene_7162" 35 50 18 88 60 24 44 19 29 17 6 25 0 0 0 0 0 0 34 64 33 62 47 42
"gene_7163" 3933 4843 4808 4722 3884 4513 4454 5052 5466 7134 6861 5675 8046 2921 7046 8877 4687 4528 7605 6673 7224 7989 6745 6274
"gene_7164" 389 681 433 537 634 547 327 329 305 153 131 70 273 398 419 281 292 390 325 506 427 461 478 375
"gene_7165" 24 33 22 36 49 16 100 81 102 121 84 85 42 27 59 112 61 31 35 61 47 18 27 90
"gene_7166" 1825 1525 1891 1533 2201 1619 2117 3229 2221 2551 2196 2613 1270 1588 1711 1309 1400 1675 2696 2745 3934 3174 3535 2896
"gene_7167" 559 503 338 494 354 374 250 363 315 319 396 485 352 310 339 295 256 279 914 548 890 874 866 874
"gene_7168" 0 0 0 0 0 0 55 28 23 27 49 36 26 34 36 52 25 40 6 6 18 5 5 5
"gene_7169" 371 284 286 274 408 370 108 229 207 144 210 112 210 348 283 317 363 344 219 211 144 238 380 344
"gene_7170" 2522 2673 3190 2540 2795 2246 3803 3531 3895 3496 3241 3259 3995 2560 2407 2736 2875 3312 3233 3414 3217 3330 2926 3237
"gene_7171" 727 833 772 778 626 682 451 441 421 371 356 477 265 377 358 495 230 261 587 521 648 754 780 492
"gene_7172" 53 52 21 54 19 37 46 36 45 55 44 35 59 35 71 46 106 71 36 27 116 35 38 48
"gene_7173" 25 31 9 13 31 19 10 26 10 10 6 12 17 6 7 10 2 3 2 1 3 4 4 1
"gene_7174" 1065 763 1047 829 996 1246 758 698 537 543 741 662 380 402 436 400 461 383 692 623 608 691 707 611
"gene_7175" 94 116 205 128 203 108 76 109 168 121 102 189 229 157 365 202 245 277 173 132 147 161 98 122
"gene_7176" 2678 2826 3327 2750 2873 2448 3682 3751 4751 4613 5358 3489 2576 5253 2844 4366 4018 3551 3576 3394 2863 3772 2574 3386
"gene_7177" 545 663 697 635 683 536 184 198 157 168 199 151 255 282 304 317 228 274 283 323 309 294 378 209
"gene_7178" 0 0 0 0 0 0 10 6 26 6 4 10 4 13 2 7 6 6 12 2 5 0 14 4
"gene_7179" 30 59 104 47 51 31 0 0 0 0 0 0 79 113 54 86 117 127 6 5 5 5 33 16
"gene_7180" 850 1020 707 647 1208 627 947 1228 1201 716 659 771 975 629 836 1028 782 882 683 760 711 508 620 846
"gene_7181" 4262 3165 2680 4875 5390 3178 3275 2967 2838 2919 2962 2871 3005 3249 3554 2807 2998 2574 4461 4235 3942 3992 4181 3997
"gene_7182" 387 261 306 386 216 388 175 187 428 190 158 255 476 674 432 327 688 739 172 246 367 409 303 304
"gene_7183" 18 12 9 36 6 14 15 4 15 9 28 21 10 14 18 27 20 39 41 7 39 93 56 56
"gene_7184" 1287 1261 1168 1516 1412 1488 2865 2279 2466 2933 3157 3298 2389 2404 2444 2407 2601 2614 3299 4334 2498 3022 3317 3190
"gene_7185" 1639 1180 1072 1303 1267 1202 1076 1053 1116 1141 1316 1243 1831 1858 1585 2293 1821 1614 1050 797 701 1151 904 826
"gene_7186" 710 674 914 530 614 835 1397 1868 1713 1537 1743 1850 1828 1175 1810 1670 1463 1258 1664 1650 1672 1593 1417 1185
"gene_7187" 2120 2541 2274 2268 3029 3199 2570 3466 2959 2426 2178 2608 1958 2216 2296 2596 2367 2503 2238 2210 2622 2291 2652 2207
"gene_7188" 206 190 211 188 239 240 190 174 154 149 112 150 197 169 226 233 283 196 145 112 181 102 139 115
"gene_7189" 451 625 675 463 656 659 709 394 603 770 560 424 275 477 379 429 239 416 774 765 665 876 463 577
"gene_7190" 603 631 537 504 484 510 452 491 528 488 458 388 343 333 315 432 292 312 238 179 262 232 272 307
"gene_7191" 988 1047 1111 1219 1161 1103 527 530 424 656 446 569 436 686 469 540 623 454 1049 708 524 460 536 680
"gene_7192" 2256 1267 1853 1453 1717 1517 2419 1778 2383 2025 1973 2119 1440 1533 1505 1649 1577 1759 1092 1458 1654 1116 1012 1287
"gene_7193" 1277 1615 1601 1634 1230 2290 1257 1443 1314 1452 1300 1226 1570 1812 1603 1798 1671 1669 1160 947 1123 1305 1208 1052
"gene_7194" 8515 8388 7853 8232 8379 9730 8784 8568 8665 8281 8305 8877 6997 6920 7760 6096 8844 8707 6995 6421 6256 6819 7654 6987
"gene_7195" 4431 4593 4187 4655 4545 4960 4885 3869 4970 5585 3615 4603 3833 4329 4497 4406 4711 4527 3623 4237 4530 4005 4483 3626
"gene_7196" 1625 2074 1532 2021 1497 1715 1543 1048 1314 1135 859 983 1969 1682 1288 1563 1549 1602 829 1045 764 1052 896 743
"gene_7197" 1895 2499 1876 2281 2317 2306 2510 2802 2753 3493 2772 2658 4117 2835 4935 3369 3628 3592 3062 2720 3019 2860 3415 3312
"gene_7198" 379 380 426 306 309 365 168 73 167 166 225 100 228 207 226 344 154 304 363 423 360 319 338 330
"gene_7199" 0 2 0 5 0 0 8 3 10 6 12 1 0 0 0 0 0 0 6 2 2 0 0 6
"gene_7200" 3729 3199 3513 2832 4573 5110 3037 4248 3322 3792 4107 3397 5464 4558 4553 4299 3360 3678 3236 3731 3087 3921 3648 4112
"gene_7201" 322 610 526 661 596 410 308 235 331 410 274 275 468 647 480 466 567 301 365 326 541 344 622 357
"gene_7202" 1072 1314 1349 1117 975 1255 1034 1294 748 1047 952 569 855 737 828 724 871 908 1479 1355 1112 1105 1229 1125
"gene_7203" 4421 5179 5465 6036 6489 6063 6354 7671 6084 6447 5094 6799 7413 7599 7763 6298 7841 6083 8203 6080 5825 5366 5384 4961
"gene_7204" 242 453 215 518 423 551 689 800 349 464 576 662 89 237 97 110 136 121 228 305 366 433 342 339
"gene_7205" 713 858 682 940 711 806 910 1019 956 975 950 838 504 631 183 445 516 324 632 458 525 651 634 624
"gene_7206" 1439 1038 1470 1785 1447 1889 1468 1265 1124 1303 1159 1433 1555 1444 2411 1218 1285 1978 1789 1688 1956 1927 1776 1526
"gene_7207" 64 146 225 154 76 63 200 168 155 222 82 177 119 103 121 94 120 181 86 66 91 82 85 64
"gene_7208" 400 509 374 371 428 339 349 513 263 407 351 507 253 320 412 199 244 334 175 107 249 157 143 156
"gene_7209" 1001 1505 1370 1136 1226 982 1728 1678 1669 1348 1478 750 1455 1773 1444 1422 1573 1328 2406 2155 1571 1854 2584 1922
"gene_7210" 6673 5921 6661 6677 7269 5639 7454 6824 6433 8361 7908 8251 10051 11183 11305 10644 11191 10107 5119 5196 4998 5708 4649 4725
"gene_7211" 1712 1533 1827 1825 1604 1704 823 1762 972 1632 1027 1951 1129 1155 992 1190 1196 1179 2008 1588 1169 1679 1747 1260
"gene_7212" 419 649 904 709 671 731 855 987 528 1075 619 674 767 736 843 832 822 482 369 449 293 554 584 402
"gene_7213" 462 538 409 386 501 493 747 757 910 808 697 733 730 641 796 811 846 821 440 654 412 530 817 443
"gene_7214" 112 104 71 127 91 95 50 37 36 49 30 21 21 71 74 115 46 26 69 64 82 62 33 88
"gene_7215" 298 402 411 300 288 244 525 226 462 408 279 240 404 442 457 417 413 478 493 642 432 317 641 296
"gene_7216" 2635 2238 2425 2652 3519 2918 1513 1079 1448 1953 1559 1032 2668 2192 2497 3291 2462 2090 2470 2164 2365 1802 2431 2164
"gene_7217" 157 181 328 346 240 332 240 210 242 226 218 191 167 272 276 188 170 250 341 578 411 523 576 301
"gene_7218" 7426 5987 6094 7213 5953 6805 5708 5249 4371 6568 4663 4184 3435 3649 3222 2913 3233 3310 5758 6733 7374 4533 6672 6422
"gene_7219" 9 0 0 2 3 1 0 0 0 0 0 0 2 0 2 5 8 3 2 1 6 16 1 6
"gene_7220" 17 33 21 31 31 36 97 93 73 98 83 74 56 135 49 39 24 47 93 106 99 73 93 122
"gene_7221" 45 15 58 34 26 25 85 193 200 145 67 134 44 49 22 124 21 28 51 69 15 56 30 30
"gene_7222" 87 84 48 28 92 30 149 172 257 268 263 289 80 106 112 62 128 131 145 145 128 87 91 51
"gene_7223" 1238 1162 1391 1364 1284 1500 1332 1930 1128 1257 1149 1633 667 579 746 682 666 728 1806 1043 1382 1556 1011 1144
"gene_7224" 3558 3479 2553 3496 2571 2825 2455 2313 2814 2653 2902 2265 2496 1614 2192 2559 2355 2466 2531 2694 2526 2896 3064 2852
"gene_7225" 200 231 248 278 246 205 415 518 499 422 465 437 946 559 905 415 704 855 389 207 253 247 158 243
"gene_7226" 607 465 720 624 670 620 664 554 764 587 618 782 339 361 510 591 760 596 511 465 428 528 655 505
"gene_7227" 49 83 50 100 47 143 11 7 14 29 6 9 2 17 14 4 2 6 0 0 0 0 0 0
"gene_7228" 1121 878 714 819 873 869 732 776 680 585 575 882 595 713 559 561 712 709 1367 1336 1062 1167 883 985
"gene_7229" 1421 1715 1763 1516 1566 1270 1219 1034 1110 1433 1529 1159 996 933 802 975 782 908 1214 1001 1309 1886 1073 1370
"gene_7230" 5564 4922 6094 4943 5450 7139 5560 4663 4459 4818 5110 4243 3232 3741 3353 4101 3368 3493 4932 5124 4899 4221 5517 5692
"gene_7231" 13954 11730 16973 14028 16503 13168 11268 8390 9505 11533 8379 10684 9816 11825 9815 10895 10576 11063 12520 13680 10772 11687 11634 10703
"gene_7232" 2089 1837 2260 2655 2774 2045 973 1147 1488 1231 1274 1157 1922 1767 2444 1521 2324 1976 1939 1739 1988 2501 1636 2087
"gene_7233" 2549 2675 1651 1522 2051 2902 3942 3095 3281 3114 3964 4220 2244 2163 2334 2142 2220 2259 4696 4101 3593 4685 4744 3762
"gene_7234" 379 748 566 451 615 662 320 410 482 362 193 462 636 1119 952 825 893 872 797 652 460 545 740 753
"gene_7235" 10930 12204 14289 14239 12535 10748 10306 12406 9554 14258 12163 13147 15357 18451 14317 16048 15400 12082 17194 15528 13794 12319 14237 13748
"gene_7236" 0 0 0 0 0 0 10 23 0 4 5 1 5 12 1 1 9 1 4 1 3 28 6 0
"gene_7237" 4768 4236 4024 3551 4592 3486 3448 2449 2259 2487 2186 2354 2460 1791 2050 2045 2423 2473 2856 2355 3376 3692 2642 3085
"gene_7238" 3742 4026 3640 3496 3867 4097 4036 4382 4311 4427 4546 4478 4559 3780 4058 4275 4988 4577 6931 6888 5998 6075 6889 6934
"gene_7239" 1456 1471 1590 1576 1583 1623 1347 1256 1341 1285 1265 1020 2097 2367 2295 2396 2119 1662 1972 1935 2159 1905 2219 1849
"gene_7240" 2627 2841 2342 1994 2479 1945 1704 1635 1553 1827 1103 1420 1407 2126 2071 1212 1289 1880 2450 2061 2423 2296 2595 3009
"gene_7241" 829 1078 840 926 1158 986 1430 1683 1469 1465 1500 1985 691 1136 349 626 687 702 896 984 959 608 756 798
"gene_7242" 71 50 60 151 137 104 130 141 254 236 187 138 207 144 67 124 133 137 334 256 198 248 233 267
"gene_7243" 150 139 132 17 95 25 15 28 22 19 41 42 88 82 110 58 83 177 55 75 92 99 93 45
"gene_7244" 520 606 932 789 528 660 1617 1437 1388 1396 1028 1757 273 338 321 260 430 318 1176 1022 1017 543 971 882
"gene_7245" 60 209 153 178 97 109 49 61 57 28 34 29 19 66 74 21 50 31 11 22 29 43 21 26
"gene_7246" 2339 2209 2514 2563 2521 2504 2077 2342 1982 2133 2622 1946 1747 2015 2181 1880 1901 1861 1917 2079 2092 2351 3739 2271
"gene_7247" 291 296 195 204 193 262 636 881 644 1031 617 627 611 660 463 602 737 516 381 490 382 399 508 411
"gene_7248" 2481 2480 2972 2960 2231 2119 2316 2032 1852 1166 2642 1385 2766 1919 1752 2333 1813 2130 2909 2691 2270 2173 1964 2252
"gene_7249" 636 523 552 465 740 579 658 369 463 560 468 553 447 338 379 358 367 398 342 465 467 289 503 489
"gene_7250" 181 94 62 86 105 104 240 199 117 236 212 166 312 161 212 153 227 141 164 186 204 181 197 220
"gene_7251" 228 180 157 224 238 284 186 182 198 209 195 266 294 160 294 233 122 307 152 170 228 241 181 180
"gene_7252" 389 478 321 424 350 460 244 296 220 474 339 411 663 411 489 462 472 544 247 247 286 309 279 273
"gene_7253" 148 120 140 214 155 206 108 220 213 184 441 339 259 257 180 238 364 237 119 83 187 197 139 164
"gene_7254" 3199 4484 4292 4551 4570 4104 3731 2044 3432 3084 3436 4028 2615 2954 2402 2631 2918 2859 3562 3723 3834 4742 3622 4432
"gene_7255" 1749 2117 1586 2128 2316 2001 1512 1385 1966 1592 1486 1597 1939 1507 1492 1644 1688 1645 3003 2538 2094 4397 2880 2281
"gene_7256" 632 1092 919 987 1046 1168 307 421 309 372 539 422 593 395 481 363 465 221 975 722 879 642 640 854
"gene_7257" 7400 7137 7312 8839 6720 6439 6491 6682 6520 7931 7323 9014 4900 5614 4755 4706 4843 4352 7103 5049 7206 7106 8007 8249
"gene_7258" 630 544 893 684 707 467 1148 1248 1096 824 746 1053 1513 1437 1330 1340 831 1070 584 453 764 666 660 676
"gene_7259" 609 823 625 827 592 686 276 247 262 393 394 266 671 431 816 559 516 813 313 235 697 484 548 817
"gene_7260" 1785 1714 1598 1909 1453 1778 711 1642 1232 1100 986 958 2121 3360 3425 2892 2701 1740 1552 1652 1974 1824 1883 2386
"gene_7261" 1079 1076 1046 985 1004 1162 631 615 825 826 767 803 1696 2184 1915 1448 1517 1684 876 986 637 624 559 624
"gene_7262" 1156 915 989 1092 1326 1130 1672 1595 1449 1315 1564 1225 1131 1025 1459 1204 1536 1532 1647 1548 1625 1629 1640 1808
"gene_7263" 36 37 73 23 35 38 18 14 18 10 19 12 12 4 6 1 14 4 47 59 22 28 22 41
"gene_7264" 1759 1582 1806 1596 1581 1563 2059 2149 2516 2094 2218 1849 2183 2207 1917 1934 1762 2048 1758 1863 2435 2029 1618 1701
"gene_7265" 8310 9356 8268 8884 7710 8271 5288 5431 6475 7293 5992 6806 9340 8865 9418 8717 9246 8466 7198 9158 7888 8908 8060 9153
"gene_7266" 2013 1787 1800 1766 1867 2103 2425 2106 2288 2225 2410 2711 1995 1839 1806 1920 1995 2132 1889 2406 1924 1603 1945 1731
"gene_7267" 770 729 1229 715 1096 742 1398 1619 969 1138 1109 1377 1043 716 580 883 1154 554 622 469 455 458 537 487
"gene_7268" 9 42 12 18 20 24 36 22 15 22 24 23 9 3 1 0 5 6 28 14 16 15 10 52
"gene_7269" 7092 6603 6347 6863 5633 7729 8008 7381 8660 7109 6676 9748 8881 9005 7817 8585 7549 7624 10276 8633 9370 9723 9163 9618
"gene_7270" 1876 1707 2107 1649 2002 1297 1777 1897 1702 1948 1231 1419 2226 2342 2360 1913 2274 2496 3657 3582 5064 3743 5203 3962
"gene_7271" 0 0 0 0 0 0 15 13 16 16 26 32 0 0 0 0 0 0 38 43 35 27 14 60
"gene_7272" 94 36 126 140 103 151 50 184 100 142 84 141 90 69 57 80 60 74 26 17 15 23 30 18
"gene_7273" 5109 6445 6120 5242 4873 4532 4172 3575 4028 3993 4038 3681 1836 1601 1769 1838 2106 2671 3618 3166 4039 3315 3517 3374
"gene_7274" 15234 15189 11012 14145 14751 11164 9605 10097 11042 10406 10033 9740 6636 6998 9761 6804 7703 8719 11599 12065 12803 12690 10136 9720
"gene_7275" 3044 1661 2383 2357 3051 2845 3075 3256 2842 3197 3319 2786 3339 3746 2782 2541 2364 3713 2503 2979 2032 2351 2275 2791
"gene_7276" 15722 15931 16908 18951 16100 18002 16389 15925 14077 18438 14762 14152 19147 26261 17101 21828 19306 18309 20984 20931 21685 19581 20368 18294
"gene_7277" 12241 14217 14608 11362 12284 11074 13640 15072 14299 12961 15546 19556 10865 14397 11894 13645 11925 13890 9609 10466 10713 11677 12665 7917
"gene_7278" 1311 1578 1184 1186 1075 1250 1103 1040 1199 991 816 1023 1337 1340 1035 1119 1222 1070 1628 1224 1311 1187 1260 2032
"gene_7279" 388 598 611 578 580 406 738 596 629 733 508 683 845 1010 840 934 1107 853 513 464 555 662 608 540
"gene_7280" 3929 5105 4271 3972 4388 4130 6485 5920 5081 5113 5381 6668 4109 3826 4443 4082 4214 4229 5310 4376 3555 4111 3455 4476
"gene_7281" 2638 2917 2891 2669 2667 2817 2313 2522 2828 2313 2533 2169 2056 1807 2105 2422 2259 1943 1815 2219 2070 2222 2165 2429
"gene_7282" 115 176 190 89 169 207 55 116 141 86 100 98 264 346 387 162 146 149 173 55 111 57 129 142
"gene_7283" 9634 7422 8125 9798 8253 8863 7110 9331 9449 8580 9452 10003 11584 12903 13064 7761 8029 8154 8948 8928 8529 8469 8484 8975
"gene_7284" 6697 5248 5602 7080 5952 5945 6234 3957 6906 5392 5196 6241 8681 10629 12659 7475 12135 8522 10551 8858 9762 8646 8204 8650
"gene_7285" 176 309 290 245 213 286 257 160 351 189 257 266 177 181 209 149 104 187 260 225 224 247 211 216
"gene_7286" 6517 6849 6370 5448 5534 6650 6547 6224 7895 6316 5254 6657 4744 4500 5298 4420 5326 5508 6316 5940 5990 6548 6442 6484
"gene_7287" 1263 1528 1691 1279 1448 1455 994 1535 1363 878 1538 1073 1264 1287 1565 860 819 1288 1492 1553 1575 1282 1555 1369
"gene_7288" 468 528 467 476 408 638 589 519 505 552 647 604 376 321 472 379 284 323 351 337 281 315 313 410
"gene_7289" 6 22 6 8 11 9 4 4 8 2 6 8 29 23 12 10 12 25 52 45 36 42 40 59
"gene_7290" 2878 3855 3359 4369 3296 3564 4251 5607 3998 3440 4452 4592 4685 3973 4067 4590 4529 4125 4068 3105 3652 4338 3336 4265
"gene_7291" 225 141 290 454 312 438 137 259 224 116 233 323 120 108 67 76 92 74 109 112 140 89 95 118
"gene_7292" 5166 4928 6055 5345 4901 4635 3752 2342 3039 4247 2678 3016 3043 3467 2465 3128 2975 2756 2400 2808 3225 3727 3465 3023
"gene_7293" 96 52 61 56 66 51 193 167 201 250 201 182 65 124 56 43 109 89 52 114 82 80 83 73
"gene_7294" 318 359 212 348 457 411 365 425 319 669 477 176 165 314 395 421 208 235 510 261 253 289 288 409
"gene_7295" 4334 3932 5060 3609 5341 3676 3487 3351 4063 3351 3708 3750 3087 2829 4977 3877 4001 2983 3787 4900 4809 4473 4337 4204
"gene_7296" 87 54 51 60 47 81 56 23 49 56 60 31 111 178 77 70 118 106 44 55 90 62 55 91
"gene_7297" 8574 10288 9793 9782 8796 8063 6012 7892 7911 7122 7546 7796 7256 8594 6165 8942 8797 9581 7851 5900 9528 7423 8385 7282
"gene_7298" 6282 5194 3335 4083 4795 4207 4380 4522 4558 3861 4787 5165 4176 3099 3193 4141 2720 3399 4290 4432 8311 4445 4202 2190
"gene_7299" 3806 2813 3174 3039 3079 4007 3471 3729 3991 3489 3921 4362 3200 4387 3626 4385 5140 3062 3356 3316 3038 3888 3932 4439
"gene_7300" 1484 1113 970 1871 1564 900 654 625 817 642 721 613 387 375 528 432 405 469 936 885 733 684 1264 908
"gene_7301" 20 19 8 5 20 11 28 34 26 26 33 41 82 98 122 42 121 104 28 23 21 20 23 28
"gene_7302" 2289 2170 2509 2026 2135 1859 2512 1937 2016 3171 2499 2019 1487 1493 1557 1924 2201 1484 2150 2367 2659 2189 2383 2278
"gene_7303" 5203 3411 3324 3572 4659 4640 5152 4843 4674 5240 5890 4094 4599 5130 4992 4285 4200 5253 6033 5738 4672 5378 5184 5027
"gene_7304" 170 89 154 65 119 94 35 35 19 20 49 39 55 110 52 21 54 37 116 71 99 104 103 101
"gene_7305" 1129 838 955 1202 1167 1039 1030 1035 880 892 703 817 1019 956 1029 842 1168 1396 743 1331 1109 982 1047 887
"gene_7306" 2 2 4 7 0 8 0 0 0 0 0 0 6 4 18 15 18 5 0 0 0 0 0 0
"gene_7307" 383 309 238 414 316 272 349 364 297 265 256 342 263 219 234 256 275 175 338 249 413 263 157 248
"gene_7308" 4430 3635 3958 3616 3591 4556 3003 3320 3522 3126 2952 3829 2565 3983 2854 4862 3671 3136 3007 2632 3735 3999 3759 3108
"gene_7309" 2267 2454 2238 2360 2803 2086 3129 2753 1913 2792 2562 1870 2495 2087 1898 2443 1766 2655 2471 2646 1819 2219 2116 1761
"gene_7310" 7677 5153 6904 5577 5604 4230 5722 5954 6839 3279 7160 8164 6447 6730 3707 5066 3970 7318 3648 5057 4923 4261 7725 5128
"gene_7311" 94 83 65 118 179 96 97 130 255 111 151 125 98 225 192 317 200 173 271 229 277 227 219 247
"gene_7312" 160 90 157 132 110 191 246 269 257 352 235 326 239 268 272 285 280 327 399 505 279 540 519 304
"gene_7313" 1751 2071 2102 1857 1881 1900 2394 2248 2812 2181 2304 2220 2341 2890 2580 3028 2210 2151 2040 1628 1785 1674 1449 1942
"gene_7314" 7111 6834 6282 7466 8006 7402 5846 4459 7019 6112 5495 6519 4776 4180 5127 4378 4405 4522 5701 4691 5481 4341 5222 5937
"gene_7315" 8556 5893 7085 7273 7413 8553 8216 9798 7162 7663 8622 8417 7851 8554 8327 6645 8861 7009 6573 7795 6913 7066 6546 6846
