"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_11740" 3817 2938 4104 3660 3219 2437 3479 4344 2583 2946 4040 3443 3071 3887 1978 3559 3498 3021 2948 3592 2988 4099 4296 3731
"gene_11741" 21 26 29 8 22 14 103 36 66 51 27 113 12 15 29 30 24 28 29 22 48 68 73 73
"gene_11742" 6376 5257 6459 4589 4481 4924 4165 5197 5536 4499 4774 5575 7132 4585 6526 6820 5589 4503 4756 5740 5166 6345 7240 4972
"gene_11743" 1656 2200 2352 2054 2211 1910 2583 1983 2596 2006 2140 2497 1766 1949 2412 1657 2416 1787 1226 1337 1104 1397 1299 1025
"gene_11744" 422 622 422 594 458 353 2368 2689 2041 1623 1881 2186 650 844 580 709 764 476 690 1363 1487 884 936 1078
"gene_11745" 22 29 19 26 42 34 37 126 58 49 45 39 18 18 14 41 14 8 2 18 18 19 10 1
"gene_11746" 912 1056 1222 1180 1168 1225 1412 1802 1578 1817 1730 1492 1480 1565 1047 2047 1632 1429 1035 1452 911 1144 1160 880
"gene_11747" 1383 1233 765 1079 672 855 2043 1948 1406 1785 1714 1703 1394 1771 1391 1575 1394 1596 1691 1738 1155 1479 1620 1256
"gene_11748" 11542 12418 9751 9899 8472 12074 12136 8466 16025 8654 13259 14064 8775 9598 10227 10075 9649 10809 11434 12575 9454 10431 7745 10288
"gene_11749" 2088 1984 1841 2170 2021 1952 1856 1794 1694 1826 1981 1973 2968 2410 2758 2585 2856 2561 2281 1935 2377 2132 1829 1788
"gene_11750" 26 25 106 48 45 35 3 6 1 2 11 6 1 0 1 0 13 2 11 0 5 2 1 4
"gene_11751" 469 412 560 688 527 454 417 579 473 501 547 482 366 408 516 372 596 439 397 469 316 422 680 386
"gene_11752" 360 504 358 477 358 557 200 189 173 360 206 252 284 222 310 203 213 240 234 189 210 273 169 355
"gene_11753" 344 645 550 766 390 246 356 218 303 409 304 294 547 484 414 496 485 404 330 315 323 368 316 405
"gene_11754" 36 56 35 34 69 71 52 78 116 77 60 32 81 94 77 64 82 75 108 114 77 70 141 83
"gene_11755" 154 140 111 145 75 128 110 84 76 77 68 82 26 8 15 25 32 36 64 39 53 98 32 34
"gene_11756" 656 559 458 599 349 467 987 770 972 873 569 780 1137 1028 1027 892 1004 817 875 659 520 1288 622 469
"gene_11757" 7699 8140 6690 9888 8696 8240 9425 9043 10399 9112 9936 8879 6628 6608 7699 8420 6944 7263 9654 8841 8526 9139 9616 9486
"gene_11758" 664 819 594 842 642 780 896 994 912 877 922 880 604 646 622 637 407 654 502 345 556 415 362 417
"gene_11759" 482 269 382 442 490 466 665 979 985 716 805 786 694 569 708 476 629 531 575 566 837 814 452 425
"gene_11760" 4579 3725 3600 3451 4635 3978 5826 8175 6039 4026 5596 6792 5442 4163 4859 4489 4458 5003 2873 3145 3381 3236 4312 2947
"gene_11761" 295 308 207 400 329 445 311 497 327 425 320 376 849 766 833 646 839 936 277 290 300 251 281 338
"gene_11762" 94 63 51 94 66 87 28 56 11 28 15 31 99 36 84 36 59 69 61 69 58 47 85 85
"gene_11763" 1175 1076 1104 1011 1247 1069 908 1057 873 1178 963 1024 1054 942 732 992 1063 977 1058 1676 1562 1294 1263 1551
"gene_11764" 220 192 263 158 249 184 262 316 281 367 374 345 289 765 1034 573 462 480 270 162 247 209 279 223
"gene_11765" 400 251 280 436 260 324 361 300 345 322 407 408 96 175 285 192 184 213 701 818 822 651 760 642
"gene_11766" 29 27 47 33 18 51 27 32 80 30 67 23 21 0 16 5 21 18 36 25 15 22 49 38
"gene_11767" 7 5 10 19 1 14 20 11 18 26 23 16 23 40 65 23 53 52 35 61 56 76 88 32
"gene_11768" 26 33 51 42 37 25 83 85 33 105 45 101 36 76 16 29 28 40 22 33 12 17 38 43
"gene_11769" 455 603 668 1038 610 735 978 810 786 919 738 898 667 1060 1170 832 590 1221 733 706 979 832 787 775
"gene_11770" 2718 2791 2704 2502 2709 2704 3269 3134 2968 4451 3617 2640 1837 1939 2039 1733 2421 2115 1487 1401 1376 1795 1791 1355
"gene_11771" 277 216 351 303 246 165 407 589 279 451 328 358 252 258 368 650 704 325 264 168 167 196 196 283
"gene_11772" 171 186 158 87 103 147 62 55 125 135 111 131 22 33 83 41 21 43 91 136 41 101 52 99
"gene_11773" 38 166 105 67 90 64 154 86 175 79 120 116 63 143 167 84 129 99 115 81 76 142 69 139
"gene_11774" 4020 5057 4374 4692 4340 4393 4729 5840 6635 8578 4759 5734 2575 3505 4128 3323 2373 3142 5107 4855 4778 4658 5082 4806
"gene_11775" 128 151 95 94 172 115 43 87 69 76 74 56 173 233 120 93 111 176 239 265 208 218 256 192
"gene_11776" 0 0 0 0 0 0 4 5 1 2 6 10 0 0 0 0 0 0 3 0 1 6 5 6
"gene_11777" 1186 1283 1321 1126 1323 1236 831 706 642 662 578 578 732 914 662 797 853 607 1055 1110 1064 1010 1206 1028
"gene_11778" 1689 2764 2723 3365 2769 4058 5642 6295 5006 6230 5727 5493 3913 3686 4526 4932 4435 4224 5352 5279 4012 3941 4247 6012
"gene_11779" 194 89 192 199 182 192 90 164 96 140 153 105 94 89 95 198 129 109 100 111 103 82 67 102
"gene_11780" 47 55 53 39 27 51 43 41 59 39 93 34 56 143 172 206 192 121 26 11 36 19 15 13
"gene_11781" 1041 727 1293 716 825 561 306 234 170 319 369 307 304 413 362 254 268 287 472 440 433 418 462 453
"gene_11782" 2020 1380 1689 1580 1828 1479 2207 2232 2299 2244 2113 2408 1793 1659 2227 1812 1488 1830 1689 2369 2782 2463 2307 3115
"gene_11783" 452 547 378 502 469 471 625 420 529 512 346 586 122 320 241 340 366 196 418 527 374 333 466 480
"gene_11784" 2075 2043 2560 2500 2209 2221 1990 2197 2003 1698 2178 1910 1489 1857 1708 2382 1215 1896 1699 1952 2166 1801 1740 1528
"gene_11785" 0 0 0 0 0 0 0 0 0 0 0 0 8 8 12 8 12 4 16 18 25 28 32 23
"gene_11786" 1065 996 1107 884 917 854 604 660 459 602 528 454 744 644 464 540 775 547 1091 602 833 943 542 627
"gene_11787" 220 419 253 332 493 309 652 398 682 524 429 589 160 262 264 295 210 276 420 352 386 318 442 443
"gene_11788" 533 416 301 295 441 330 365 589 597 360 497 506 554 626 679 725 668 759 329 389 277 452 429 331
"gene_11789" 152 244 110 134 125 104 389 378 495 337 306 322 67 167 116 134 134 132 208 186 179 124 278 146
"gene_11790" 447 262 513 506 523 310 403 478 490 469 571 429 462 336 387 549 432 327 958 502 1450 510 985 913
"gene_11791" 9488 9085 7543 10152 8990 8663 7587 9199 9029 8432 8743 7449 8883 7225 10004 7954 9592 8407 10068 11113 16173 7016 12041 11839
"gene_11792" 6239 6488 5991 6752 8466 10062 7720 6172 7052 5727 7624 7329 7446 7583 6023 5599 6647 6798 12237 8713 9346 11057 8607 9372
"gene_11793" 13 8 31 8 14 32 16 9 16 27 16 36 10 6 10 12 0 1 10 2 2 1 2 2
"gene_11794" 7 1 1 0 23 0 1 2 1 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"gene_11795" 9070 8194 9337 9805 8560 7277 8387 8091 7355 9128 6924 7879 6263 7254 6862 6740 5015 8561 5745 5603 8644 7314 7263 7826
"gene_11796" 275 289 350 371 271 218 325 371 400 447 384 365 225 337 367 239 372 375 328 618 380 419 309 289
"gene_11797" 253 324 245 298 287 383 619 693 505 619 589 500 675 917 797 827 946 544 486 425 564 452 491 527
"gene_11798" 947 816 1102 1519 1123 1092 960 1105 1334 748 632 870 1231 1169 997 954 1517 1155 1152 909 1092 1056 893 890
"gene_11799" 161 136 98 93 93 141 133 116 185 114 94 116 179 112 95 115 99 161 122 88 138 143 64 61
"gene_11800" 702 642 545 717 645 819 686 626 483 937 775 893 889 865 892 872 971 1000 734 742 616 837 827 639
"gene_11801" 188 85 123 93 134 110 73 69 157 83 127 83 52 18 62 40 36 133 37 27 124 54 54 11
"gene_11802" 1554 1404 1797 1800 1298 1811 1107 1157 1251 1394 1458 1228 1256 1549 1236 1058 1241 973 1196 1001 1523 1628 974 1166
"gene_11803" 68 113 54 47 40 100 111 75 48 77 68 96 42 193 118 93 90 81 243 165 80 172 216 136
"gene_11804" 1252 1274 1594 1143 1437 1363 1897 2393 1954 2220 1928 2086 942 765 880 1218 1037 854 2098 2356 1931 2200 1502 2531
"gene_11805" 504 426 431 443 417 461 183 204 305 247 114 214 1165 1151 1057 1223 603 1363 424 558 447 462 340 430
"gene_11806" 5575 5470 6516 5507 5862 4741 4229 4549 5388 4020 4261 4573 5123 4184 6336 5030 3982 7100 3184 2862 2668 2344 3096 2991
"gene_11807" 3074 3295 2704 3029 3190 2910 2353 2345 2714 2292 2210 2306 3928 2650 3665 3102 4171 3460 2706 3006 3565 3110 3069 3254
"gene_11808" 3003 3245 3119 2837 2904 2850 2704 2779 2892 2433 2528 2078 2534 3938 2723 3026 3635 3636 4213 4579 4029 4619 4371 4187
"gene_11809" 19 18 25 44 22 54 8 4 6 3 8 8 0 0 0 0 0 0 29 36 34 44 40 19
"gene_11810" 9245 5941 9283 7311 6892 7515 8461 8931 8644 5921 8685 8217 8260 7555 8147 8427 9062 7330 7392 6289 9027 7841 6412 7080
"gene_11811" 5310 4731 5061 4062 6049 4871 5332 5354 5202 4467 4372 4397 3176 4221 4274 4200 4776 3243 4311 5526 4574 4967 5220 5139
"gene_11812" 15 22 2 33 26 10 3 5 2 2 0 2 14 15 24 12 8 14 26 32 32 44 29 18
"gene_11813" 2660 3934 4534 3713 3550 3270 2976 2944 2705 3864 2677 2615 2410 3662 3326 2850 3174 3078 3055 3762 2824 2282 2553 2821
"gene_11814" 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 4 1 5 0 0 0 0 0 0
"gene_11815" 29 61 28 76 110 69 56 64 59 49 50 87 16 24 24 23 34 25 53 36 55 66 51 92
"gene_11816" 526 550 571 582 533 619 347 339 368 303 327 296 310 271 333 464 395 418 389 359 477 362 585 442
"gene_11817" 10 8 7 15 14 8 28 22 45 24 30 14 1 0 1 10 5 4 2 3 4 1 0 0
"gene_11818" 718 650 630 671 745 561 257 288 267 377 313 244 630 406 460 542 558 405 170 245 237 247 248 185
"gene_11819" 18 20 7 6 10 5 3 10 10 8 24 8 20 15 16 41 45 64 7 8 8 3 14 11
"gene_11820" 3799 3988 3672 3186 3078 3107 4229 3298 4858 3131 3500 4638 3286 2955 2971 2459 3722 2541 5000 3619 2966 3871 3429 3669
"gene_11821" 343 523 481 474 507 411 725 797 580 755 638 812 1149 1375 1141 1169 1138 1038 285 273 273 359 369 329
"gene_11822" 1663 1775 2299 1465 1646 1306 2414 2038 1729 2466 1516 1494 661 870 958 766 725 779 999 1126 877 1259 888 1095
"gene_11823" 2280 2367 1779 1806 2507 2120 3835 2740 3082 2058 3986 3593 3261 3624 3712 3243 3843 3936 3996 3659 3276 3414 3025 3737
"gene_11824" 1681 1074 1498 1341 1365 1446 504 661 1053 708 682 903 533 521 553 554 509 682 1076 758 995 766 1205 872
"gene_11825" 1098 1613 892 1026 1122 788 1035 1126 1094 953 984 1127 1296 1387 1364 1394 1094 1262 867 982 1293 1825 775 807
"gene_11826" 6785 5699 4569 7274 5642 7347 6542 5008 5811 5664 5195 5280 6037 6763 4213 6088 5462 6180 5191 7233 5241 5652 4017 4287
"gene_11827" 5257 5873 6377 7063 5526 6295 5561 9017 4914 8923 5968 5600 5946 6850 6896 6849 8449 7418 5239 6631 5952 4744 5210 4871
"gene_11828" 2763 2772 2648 2331 2895 2301 2162 1963 1980 2255 2406 2738 3783 3553 2681 4089 2820 2468 2819 2080 2207 2576 3207 2861
"gene_11829" 1977 2010 1930 1775 1597 2010 2497 3531 2805 3020 3277 3189 4868 3947 4059 3458 3378 4251 4268 3378 2933 3642 3720 4035
"gene_11830" 84 91 50 55 76 68 45 86 60 69 43 58 61 43 66 48 65 78 204 89 64 177 199 145
"gene_11831" 109 155 163 108 128 164 91 41 86 36 43 36 252 271 299 237 254 167 46 76 31 54 77 14
"gene_11832" 6073 7240 5211 6745 8050 6387 7427 8598 7313 7413 7727 6722 6317 7578 6650 6427 7197 7106 7686 6979 7374 6543 8021 8804
"gene_11833" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 2 5 2 0 0 0 0 0 0
"gene_11834" 0 0 0 0 0 0 22 3 4 13 18 14 1 4 4 3 7 4 14 27 10 7 11 14
"gene_11835" 53 42 18 8 24 30 23 12 31 16 42 40 27 31 36 24 44 41 16 35 34 42 18 18
"gene_11836" 915 586 442 829 464 496 969 833 1055 1026 967 1164 632 558 622 688 730 636 1088 897 1314 947 1017 1247
"gene_11837" 106 76 100 83 62 102 353 148 244 203 286 168 59 68 16 52 101 41 161 140 188 351 70 197
"gene_11838" 93 65 106 91 92 112 122 155 141 154 103 215 134 121 293 172 201 213 263 378 189 219 187 214
"gene_11839" 40 49 33 34 79 89 217 126 206 130 87 264 54 56 39 58 64 58 132 114 90 156 193 108
"gene_11840" 33 46 25 61 42 10 262 255 399 209 193 292 313 215 282 325 131 160 268 122 115 114 105 167
"gene_11841" 1074 894 775 595 579 788 1620 1613 1125 1428 1091 1587 1033 1039 1038 1129 1071 1012 1563 1655 1709 1164 1813 1723
"gene_11842" 2541 2496 3061 2450 1810 2333 3290 2976 2812 2523 2816 3150 4057 3687 3441 3647 4913 4086 3380 4033 4058 2351 3250 3519
"gene_11843" 2076 2719 2154 1936 2061 1897 1992 2817 3226 2871 2991 2581 2695 2784 2763 3149 3016 2394 3016 2162 3228 2950 2896 3538
"gene_11844" 3501 3606 4821 4891 4506 4564 3699 3045 2807 2757 2650 3315 4842 4139 3834 4408 3886 3975 3303 3083 3586 3333 2078 3076
"gene_11845" 4930 5116 5547 5063 6193 5151 4065 4406 5267 4422 4304 4743 5541 4943 4821 5451 6004 6185 3306 3335 3336 3610 3752 3519
"gene_11846" 1270 1074 886 1136 1219 1121 418 652 508 703 797 566 254 382 295 261 316 439 762 548 980 543 729 981
"gene_11847" 166 291 146 319 271 254 204 348 339 298 227 401 165 205 273 243 402 184 365 295 235 135 398 310
"gene_11848" 51 78 34 77 23 93 43 16 48 74 37 84 68 43 64 22 64 24 58 44 108 26 63 25
"gene_11849" 287 85 171 106 236 152 82 153 368 134 254 265 206 169 220 201 111 102 247 173 177 192 350 103
"gene_11850" 554 399 637 483 444 501 390 411 354 341 487 385 497 696 558 757 741 819 515 554 553 600 563 501
"gene_11851" 226 119 107 114 349 269 238 329 196 297 313 275 372 324 625 424 198 386 145 352 349 416 413 138
"gene_11852" 282 296 411 244 205 429 163 88 380 261 370 273 567 322 339 592 490 326 364 340 365 272 300 369
"gene_11853" 3 0 6 1 16 11 0 0 0 0 0 0 0 0 0 0 0 0 3 4 4 5 9 12
"gene_11854" 1581 1592 1315 1717 1731 1788 2236 2256 1821 1242 1136 1345 1993 1520 1205 1743 1105 2012 1983 1181 1716 1520 2193 1936
"gene_11855" 169 123 167 148 114 241 106 97 179 93 101 143 93 120 84 135 78 111 165 121 167 128 107 74
"gene_11856" 4 2 7 15 14 2 0 0 0 0 0 0 9 19 20 18 46 51 0 0 0 0 0 0
"gene_11857" 509 589 610 721 662 590 676 646 566 724 972 548 666 281 479 517 481 502 1021 967 1056 1120 543 887
"gene_11858" 1076 1059 1101 980 1185 1065 721 1305 722 1201 1188 1703 880 781 1040 1425 1041 988 1073 948 886 1087 1123 716
"gene_11859" 71 36 65 67 62 21 22 6 5 11 18 22 78 84 47 83 75 79 131 82 112 67 77 102
"gene_11860" 3933 3969 3934 3687 4604 4175 4367 4782 5445 4521 5201 4894 4797 4543 4965 5469 6843 3687 5066 5521 5802 7013 6809 7097
"gene_11861" 5266 4000 3891 3469 3240 4319 4840 5276 4302 3522 3797 5184 4539 3475 5444 5179 3615 4148 3806 4500 5431 4127 4209 4126
"gene_11862" 5789 4746 4295 3868 3977 3998 4725 4832 4933 4752 5116 4760 4515 7543 5474 3577 4326 5640 3116 2801 3214 3588 3009 3483
"gene_11863" 387 441 553 376 371 493 510 465 543 784 686 381 608 453 494 543 289 203 354 409 424 361 448 484
"gene_11864" 1828 2423 1494 2025 1649 2028 2506 2398 2680 2354 2515 3579 2219 2013 2192 2369 2174 2067 2231 2128 2080 2051 2178 1980
"gene_11865" 17033 17924 15552 18688 18715 16183 17212 15746 15322 18402 16135 13921 13764 15229 16164 12948 17768 20835 16420 14574 18179 14293 14038 12981
"gene_11866" 21207 21689 21890 24605 20691 20196 16797 24749 19943 11758 19132 22997 19061 19293 24609 17088 22519 19072 16863 28145 25643 14600 24477 29258
"gene_11867" 885 591 486 555 684 593 1214 1326 1306 904 1257 1459 1156 1255 1529 1461 1279 1453 1475 1665 1557 1412 1714 1569
"gene_11868" 404 348 399 459 400 213 560 584 698 713 423 666 310 281 260 495 693 597 502 617 618 662 471 568
"gene_11869" 233 237 240 281 275 346 71 132 73 112 131 154 105 199 270 256 138 130 69 109 55 90 72 72
"gene_11870" 103 132 46 55 159 109 83 79 120 86 36 71 306 232 274 288 296 270 232 116 166 152 105 86
"gene_11871" 20 6 10 10 9 4 0 0 0 0 0 0 6 1 2 5 4 17 12 18 11 25 6 8
"gene_11872" 1607 1234 1642 1374 1572 1217 1651 1733 1750 1746 1713 1888 2462 3218 3182 2752 2937 2736 1603 1597 1110 1282 1397 1461
"gene_11873" 1763 1742 1654 1723 1578 1759 913 966 919 862 977 936 2479 1650 2081 1918 1809 2297 829 1464 1220 1428 1402 762
"gene_11874" 156 79 207 185 90 141 80 53 173 142 152 164 153 168 114 104 103 102 101 126 123 55 83 106
"gene_11875" 689 469 736 513 606 525 422 489 571 780 546 591 567 224 506 286 401 454 839 760 841 766 736 885
"gene_11876" 0 0 0 0 0 0 5 12 32 24 25 18 19 9 12 5 6 12 0 0 0 0 0 0
"gene_11877" 285 342 369 481 426 321 402 276 390 325 298 367 441 725 566 458 461 858 719 654 1389 538 783 629
"gene_11878" 2182 2817 1953 2081 2768 2583 1753 1674 2184 1471 1609 1624 1532 1919 1252 1293 2176 1395 2025 1801 1700 1522 1809 1884
"gene_11879" 2855 2290 2301 3810 3398 2018 2869 4174 3393 3392 3207 3370 2610 3061 2863 3336 3700 2429 3755 4095 3594 3563 3673 3377
"gene_11880" 6307 6277 6749 6002 6153 5839 4626 6606 4729 6345 6668 6228 6830 6926 6312 6922 5999 6371 6089 5453 5218 4751 4654 3916
"gene_11881" 289 510 329 300 497 317 96 179 134 84 152 145 435 456 300 591 596 270 226 262 163 318 124 257
"gene_11882" 7236 6885 6452 8047 7346 5740 5149 6083 6492 5253 6336 6088 6833 5321 7426 5339 6313 6538 5195 5910 5710 9210 3736 5872
"gene_11883" 151 108 156 102 92 115 170 146 144 212 128 182 201 157 203 199 154 276 137 150 173 100 126 184
"gene_11884" 373 1003 644 976 937 931 527 620 623 413 403 435 655 554 789 539 737 736 1041 1045 1234 907 1118 994
"gene_11885" 3885 3709 3759 2870 4104 2383 4601 4372 4451 4801 4207 4894 6043 3818 3397 4369 3042 5154 6433 5975 5714 5782 5881 6042
"gene_11886" 6751 5884 5935 6202 6274 6715 5201 5806 6653 4941 6238 6380 6326 6953 6616 5800 4636 5234 9302 8786 5823 5720 6256 8645
"gene_11887" 324 323 166 206 259 290 393 140 343 306 280 277 160 131 135 127 158 153 130 122 173 155 126 200
"gene_11888" 2420 2090 2067 2192 2095 2105 1317 995 847 1375 1193 983 1640 1185 1506 1449 1731 1262 2323 1902 1980 1359 1888 2006
"gene_11889" 789 639 807 776 685 831 651 551 629 482 667 657 1381 1000 649 666 790 1324 772 317 453 454 564 359
"gene_11890" 678 543 361 677 789 457 399 291 475 519 417 363 659 414 465 625 667 610 470 565 521 507 587 421
"gene_11891" 1212 1561 1822 1197 1394 1640 1635 1785 1693 1928 1698 1843 1317 1521 1256 1816 2015 1335 1509 1179 1320 1591 1462 1239
"gene_11892" 2389 2710 2450 2650 2902 2616 3405 3896 3391 5682 2319 3650 2340 3455 2877 3578 4026 3206 3331 2812 3221 2693 3232 2980
"gene_11893" 1024 1212 948 1008 1085 921 560 471 375 517 503 381 1220 1232 1315 1339 1437 1177 657 1085 388 709 563 406
"gene_11894" 2746 3104 3078 4474 3096 3546 2850 3371 2414 2776 2475 4182 3851 5078 3414 3817 3414 3127 2775 2378 2472 2210 3173 2776
"gene_11895" 224 199 421 221 283 315 494 229 387 351 254 368 332 373 397 427 304 354 223 137 236 168 106 356
"gene_11896" 174 240 576 336 197 408 743 955 784 592 252 1007 403 410 467 472 456 488 589 401 558 397 469 471
"gene_11897" 615 863 929 1022 879 630 431 291 395 357 507 277 615 390 457 623 497 561 411 492 674 604 400 587
"gene_11898" 530 528 277 486 507 303 468 769 393 372 340 614 413 438 546 301 338 358 157 235 459 206 223 216
"gene_11899" 675 795 326 376 317 487 307 330 258 370 340 292 582 387 531 419 513 656 1009 743 959 736 964 810
"gene_11900" 850 673 1138 929 1062 1169 852 916 888 944 889 1013 1071 1319 870 1168 1037 763 652 531 934 596 559 467
"gene_11901" 6305 4403 4338 4351 6028 6829 6581 5502 7309 5949 6840 6365 8576 7042 8867 9106 8782 6387 6010 5075 5817 4792 6717 6839
"gene_11902" 1350 1188 1037 1336 1072 1333 308 361 379 532 262 211 727 464 936 540 541 507 519 403 361 386 387 510
"gene_11903" 1553 1514 1151 953 839 1073 1196 1128 898 1005 964 1125 1154 1135 1018 1365 1277 1077 702 981 867 1052 1042 868
"gene_11904" 3620 4868 3891 4747 4255 4604 10031 6898 6374 6145 6721 6851 7774 7109 7969 7618 6934 7656 4861 4235 3696 4440 5639 4511
"gene_11905" 786 507 664 477 646 505 779 780 640 602 715 851 802 672 772 608 755 563 803 732 752 626 563 878
"gene_11906" 410 389 476 526 464 467 664 557 195 447 473 1091 332 277 464 372 387 448 266 276 214 341 253 173
"gene_11907" 372 406 339 469 471 427 286 325 355 325 254 269 279 291 266 269 384 199 207 139 151 169 201 203
"gene_11908" 974 756 747 484 650 643 1371 976 1364 1120 1254 1232 1199 890 917 1507 1082 821 1114 1230 946 1329 869 1090
"gene_11909" 919 421 452 565 330 671 199 221 150 212 156 253 444 518 707 498 457 390 386 502 455 332 251 496
"gene_11910" 179 140 203 102 144 142 65 118 162 143 99 90 108 61 52 64 78 34 156 168 103 124 96 105
"gene_11911" 7921 8249 9857 10802 11115 6799 7117 9307 8381 9636 10807 10389 7784 5358 7513 5458 6343 8425 8291 7723 7920 8326 8349 8951
"gene_11912" 9385 8695 9582 6159 6918 7825 6616 8034 7454 6894 6185 10327 7415 7431 6445 7853 8307 8750 6035 5498 6360 5842 6927 7041
"gene_11913" 590 544 598 667 780 672 855 580 725 1541 1139 1259 758 543 582 585 727 625 1010 1179 1220 1021 1158 1110
"gene_11914" 3469 2663 3585 2468 2306 2516 6320 5768 4650 6084 4577 6245 4092 2370 3299 5208 3441 4080 5230 3998 4396 4219 3777 3500
"gene_11915" 6314 6688 6905 6357 5698 5971 6243 4653 5462 4819 6578 5580 6348 4897 5800 8278 7561 10180 5905 4867 5595 6084 5021 5591
"gene_11916" 341 477 410 409 582 377 78 95 52 65 104 74 578 919 753 656 721 381 316 386 305 307 371 233
"gene_11917" 56 97 87 72 84 125 48 49 92 52 36 40 20 15 18 12 15 11 187 123 82 62 136 154
"gene_11918" 449 486 686 453 376 531 266 208 343 350 245 216 760 875 955 596 734 692 254 266 401 301 363 504
"gene_11919" 234 264 220 185 177 213 29 60 39 37 17 18 256 131 336 246 212 333 49 182 37 74 55 124
"gene_11920" 349 251 271 435 233 325 185 175 266 288 245 174 304 381 468 335 383 347 256 365 325 185 327 276
"gene_11921" 634 728 668 567 669 842 1934 1899 1722 2086 1998 2084 887 824 869 907 741 667 1958 1249 2008 2051 1794 1851
"gene_11922" 4764 4564 4482 3812 4305 4199 5336 6266 6135 5132 4537 6471 4247 4260 3587 3834 4026 4600 4336 4119 6537 5872 5595 4240
"gene_11923" 1891 2049 1506 1630 1392 1329 2108 1989 1586 1948 1614 1912 1702 1766 1653 2469 1512 1562 1793 1637 2001 1846 1838 1588
"gene_11924" 367 263 255 184 282 274 209 211 182 210 174 163 173 241 365 403 328 229 335 384 359 442 331 386
"gene_11925" 63 92 86 54 57 32 88 80 38 75 63 62 59 40 38 39 29 33 21 29 41 28 10 31
"gene_11926" 10 11 2 3 15 18 3 0 8 4 19 1 9 17 3 0 4 1 12 6 22 16 10 2
"gene_11927" 7782 6745 9007 6143 7840 6552 5901 7756 9269 6483 10473 7080 7637 7849 7248 6868 8145 7021 9794 7803 15059 14597 9310 11314
"gene_11928" 2854 2029 1783 2277 2521 2568 2084 1612 2164 2743 2130 2298 3176 3367 3650 3092 3464 3485 2747 2461 1700 1789 1704 2159
"gene_11929" 127 182 231 181 158 132 257 297 407 212 346 224 167 230 145 182 193 232 173 179 254 225 164 96
"gene_11930" 2323 4720 1907 3794 3769 4269 3173 3937 4197 3651 3252 4346 3343 4107 3278 4492 2243 4188 4245 3943 2540 4335 3689 3436
"gene_11931" 2579 2719 1802 2512 2694 2005 2161 2142 2095 2216 1808 2332 2513 3424 3156 3178 2752 2767 2539 2186 2456 2829 2423 2681
