"V1" "V2" "V11" "V12" "V21" "V22" "V31" "V32"
"9437" 1596 1786 1898 2617 2812 2245 2262 1762
"9438" 32 62 116 141 76 134 67 60
"9439" 207 117 266 217 377 355 480 524
"9440" 1098 948 1907 1898 830 1334 1208 1209
"9441" 470 481 193 289 368 590 161 247
"9442" 2163 1961 1097 1269 2433 1218 1404 1529
"9443" 268 247 140 93 97 77 51 55
"9444" 1145 1297 759 375 170 123 571 564
"9445" 247 292 607 465 150 182 565 552
"9446" 106 123 29 34 128 106 38 21
"9447" 834 824 640 901 665 523 590 679
"9448" 2297 2418 2164 1741 2680 2210 2952 1689
"9449" 912 886 722 701 792 879 689 630
"9450" 71 69 71 79 131 228 226 159
"9451" 178 132 36 12 38 126 50 56
"9452" 995 793 920 700 882 911 1316 840
"9453" 2291 2284 1964 2854 2542 2885 2545 2176
"9454" 2428 1769 1764 1890 1145 1082 2529 2051
"9455" 24 35 46 19 106 114 197 58
"9456" 5589 6825 6969 7832 6616 5394 10292 9602
"9457" 3779 3936 3031 3344 4252 3503 2167 2393
"9458" 666 547 820 627 564 313 550 700
"9459" 3277 3889 4873 5059 4143 3873 4103 3728
"9460" 94 42 0 3 8 2 8 17
"9461" 7 30 36 14 89 74 35 35
"9462" 1303 1261 326 558 861 880 547 567
"9463" 14739 13889 13874 11124 11457 12472 10898 12134
"9464" 1024 1118 574 612 471 471 321 327
"9465" 216 205 115 107 95 51 66 91
"9466" 207 190 575 407 206 229 295 232
"9467" 2447 2113 2677 2905 2636 2181 1941 1490
"9468" 30 67 9 12 11 3 0 0
"9469" 442 445 421 362 364 399 336 220
"9470" 82 102 85 90 145 279 260 126
"9471" 2159 2951 4098 3278 4034 4214 6849 5717
"9472" 1 0 0 15 0 0 42 29
"9473" 1169 872 831 775 1188 2429 1418 1321
"9474" 2412 2423 2702 2343 1357 1185 2453 2124
"9475" 945 950 1045 767 1270 1424 968 783
"9476" 16 37 103 73 114 21 54 39
"9477" 309 275 373 361 387 179 113 173
"9478" 86 65 52 71 78 47 4 17
"9479" 203 137 228 291 214 207 284 208
"9480" 571 500 505 519 713 573 400 440
"9481" 176 217 203 321 446 429 447 490
"9482" 88 58 43 103 27 46 92 95
"9483" 2656 2185 1651 2101 2189 2390 1729 1772
"9484" 86 56 161 164 66 95 73 84
"9485" 5038 6088 4743 5758 5774 5926 7463 6452
"9486" 410 328 235 249 316 188 225 121
"9487" 477 567 397 360 448 508 449 473
"9488" 311 260 203 196 263 336 330 246
"9489" 443 391 447 871 529 546 981 965
"9490" 1501 1522 1073 1053 567 586 691 618
"9491" 5732 5229 4817 4625 5643 5904 5741 4663
"9492" 438 533 1009 1030 925 875 1199 1038
"9493" 2714 3368 2724 3099 1953 2009 2417 2279
"9494" 770 607 688 648 453 515 253 525
"9495" 5911 7424 9073 8886 7243 9791 7025 5413
"9496" 1174 1084 1402 1472 1304 1222 1273 1307
"9497" 3887 3947 3948 3049 5163 4707 6128 4012
"9498" 12177 8618 8720 9853 9645 9099 9747 7521
"9499" 0 0 0 0 0 0 0 8
"9500" 1101 957 617 600 596 926 361 375
"9501" 5391 5551 6170 7277 4401 4023 5860 7294
"9502" 32 22 40 40 105 40 23 40
"9503" 113 98 224 130 93 142 116 81
"9504" 234 363 102 155 166 193 143 61
"9505" 56 38 233 93 250 229 445 556
"9506" 670 755 876 844 1085 919 566 361
"9507" 7 35 2 6 12 1 63 39
"9508" 144 111 114 90 245 118 117 109
"9509" 3071 2681 2875 1995 3381 2880 3385 3782
"9510" 397 332 387 395 792 832 332 302
"9511" 15 72 100 137 23 22 32 69
"9512" 1510 1414 1250 1381 1063 1670 1576 1740
"9513" 0 0 10 34 16 39 54 28
"9514" 11505 14198 17720 15753 17600 15195 16133 14135
"9515" 9748 8662 7672 8826 7636 5825 6960 7220
"9516" 225 50 41 62 14 18 41 93
"9517" 992 1221 909 796 704 729 307 404
"9518" 1333 1272 1382 2490 3015 3672 2567 2578
"9519" 279 278 134 134 160 184 241 386
"9520" 757 808 1039 981 434 271 353 474
"9521" 0 0 0 0 10 3 3 9
"9522" 18 13 111 15 9 2 30 23
"9523" 75 121 24 17 147 163 51 89
"9524" 806 752 1083 904 1603 1429 1035 1329
"9525" 2967 2652 2793 3504 3726 3607 2422 2416
"9526" 1824 2145 1171 1040 2205 1861 1637 1758
"9527" 94 141 222 298 59 126 88 152
"9528" 391 282 247 146 363 347 164 160
"9529" 703 890 1146 989 1232 1179 772 610
"9530" 79 57 3 22 47 46 23 30
"9531" 127 50 363 464 592 317 148 197
"9532" 68 85 126 65 59 59 105 189
"9533" 54 39 105 84 74 70 78 62
"9534" 4544 3789 4260 3933 3350 4006 4902 4818
"9535" 922 1004 683 821 1525 925 1130 1281
"9536" 602 526 441 527 362 362 505 392
"9537" 174 180 264 303 352 368 549 755
"9538" 714 518 1145 1057 753 833 1311 1169
"9539" 408 276 396 253 507 370 390 408
"9540" 38 48 51 84 195 142 53 63
"9541" 591 684 648 643 290 347 397 1286
"9542" 7543 4739 6055 4827 7091 7113 5375 7181
"9543" 98 94 39 46 178 207 123 178
"9544" 40 27 0 8 94 106 63 54
"9545" 80 98 100 169 148 61 106 140
"9546" 1016 803 823 386 1212 1204 588 642
"9547" 1592 1229 912 764 636 953 1403 1602
"9548" 2269 2228 2433 2250 1869 2956 3561 4239
"9549" 10244 8160 6459 4163 9205 9984 7047 6899
"9550" 272 294 469 372 366 365 554 384
"9551" 117 127 107 126 124 96 48 33
"9552" 1 9 0 0 4 2 0 0
"9553" 216 272 49 117 106 137 110 163
"9554" 24 25 66 63 72 49 116 69
"9555" 24 20 12 37 74 68 19 15
"9556" 532 490 248 496 308 450 466 556
"9557" 729 1314 804 739 614 579 569 572
"9558" 7316 5920 2508 3417 5454 4825 8744 8716
"9559" 374 251 122 234 200 155 227 243
"9560" 524 456 787 715 736 557 506 690
"9561" 503 693 753 1083 628 771 611 466
"9562" 1 0 0 0 14 31 9 7
"9563" 6 8 11 3 4 2 0 0
"9564" 161 219 232 225 396 436 305 282
"9565" 14 11 7 33 25 26 2 8
"9566" 9160 6486 6227 7702 6234 6539 7319 6408
"9567" 9365 10530 7681 7753 6501 7092 9469 8077
"9568" 55 41 3 6 13 16 0 0
"9569" 66 107 48 70 113 125 27 32
"9570" 621 689 584 857 524 501 770 858
"9571" 7 2 7 0 0 0 0 0
"9572" 0 1 9 1 1 8 0 0
"9573" 506 731 130 105 141 380 755 704
"9574" 2184 1816 1390 1064 579 989 619 972
"9575" 741 859 876 700 950 712 895 768
"9576" 1653 1065 1865 1759 1203 1341 938 1558
"9577" 615 649 1760 1626 2982 1663 1501 2106
"9578" 90 57 22 11 12 36 0 0
"9579" 128 131 72 155 8 11 45 51
"9580" 4487 4581 2529 3200 3698 4244 3603 3564
"9581" 287 396 604 822 219 160 455 392
"9582" 27 59 3 6 1 2 5 6
"9583" 301 313 295 316 649 669 342 632
"9584" 3 2 14 25 49 52 37 128
"9585" 240 198 440 373 393 351 175 272
"9586" 34 21 113 144 4 4 19 18
"9587" 65 98 231 228 35 36 73 56
"9588" 9975 8815 8560 8031 12081 11231 10727 11721
"9589" 1741 1380 1531 1656 1409 1312 1178 1310
"9590" 840 686 898 1034 599 651 841 807
"9591" 0 0 10 23 0 4 0 0
"9592" 14 27 3 0 0 0 0 0
"9593" 109 91 91 210 122 140 226 134
"9594" 931 701 991 682 1526 1104 1355 1579
"9595" 4134 3887 3312 2289 4173 3412 4632 4514
"9596" 329 156 302 303 358 316 370 352
"9597" 0 0 9 1 0 0 0 0
"9598" 15184 13050 16203 18914 19813 20631 19117 19797
"9599" 2042 2755 2372 2540 3586 3163 1651 2043
"9600" 2879 2701 3498 2407 2359 2564 2240 2196
"9601" 1290 1399 728 1127 972 1294 1156 839
"9602" 151 175 227 227 410 382 192 78
"9603" 8174 8211 6108 4762 4319 4892 6176 5008
"9604" 2951 2571 1960 1855 3126 3016 2811 2575
"9605" 46 48 79 83 84 92 45 90
"9606" 1290 1409 1962 991 1764 2051 1731 1531
"9607" 1411 1142 2598 2580 1281 1176 1217 1097
"9608" 298 157 363 114 96 140 188 219
"9609" 5430 3174 3422 3867 3084 2596 3856 1952
"9610" 451 342 485 311 430 198 429 337
"9611" 119 135 85 111 73 194 82 74
"9612" 30 28 66 44 16 26 41 7
"9613" 52 113 83 139 45 87 71 80
"9614" 1450 936 763 971 1189 1170 893 825
"9615" 2 2 8 3 0 0 0 0
"9616" 102 81 54 64 27 16 69 53
"9617" 121 115 51 51 60 55 189 161
"9618" 526 503 914 588 1076 460 936 547
"9619" 1070 874 597 879 927 987 1032 1218
"9620" 107 122 222 256 323 269 285 327
"9621" 2242 1815 2742 2758 2426 1710 1491 1428
"9622" 199 205 95 94 224 218 85 109
"9623" 3468 2953 2612 2322 2865 2573 1707 1980
"9624" 7786 8161 6671 5896 10959 11429 9256 9535
"9625" 3015 3518 3704 3773 2526 3472 2480 2735
"9626" 99 18 138 142 217 85 111 37
"9627" 36 28 17 22 2 0 10 24
"9628" 2029 1996 1774 1430 2290 1660 1321 1475
"9629" 213 261 344 450 415 122 421 414
"9630" 7487 14767 8611 6223 7323 7142 9104 8667
"9631" 1392 1431 1077 1090 1286 1125 1006 1003
"9632" 6163 5649 4712 3912 6307 6028 5807 6822
"9633" 3117 3037 3081 3305 2718 2790 1847 2625
"9634" 227 143 335 436 364 320 334 607
"9635" 2952 3072 4443 3143 3313 3776 2992 3583
"9636" 274 446 209 411 180 194 421 471
"9637" 5215 5287 4239 5735 4580 6471 5726 4401
"9638" 7231 5937 5524 4457 3758 3164 4506 3734
"9639" 199 115 115 124 245 172 116 155
"9640" 119 127 287 433 437 492 537 372
"9641" 305 374 491 601 475 468 1295 1455
"9642" 107 223 153 264 231 104 56 36
"9643" 42 122 197 278 96 20 87 43
"9644" 957 1023 744 454 356 333 714 726
"9645" 385 363 653 590 450 620 430 234
"9646" 48 33 0 0 19 20 9 5
"9647" 8 10 25 23 4 14 37 8
"9648" 126 132 86 70 114 150 15 38
"9649" 1029 1036 1154 1937 1003 1284 1231 1177
"9650" 977 796 611 1195 727 718 677 851
"9651" 170 167 584 584 543 468 605 468
"9652" 7534 8237 8866 6720 6152 6041 7474 6747
"9653" 2147 2461 1526 1668 2984 2066 2735 2404
"9654" 2719 3164 4530 3135 1898 1745 3441 1984
"9655" 456 287 399 241 556 542 385 322
"9656" 876 993 1035 1066 1201 1525 983 1033
"9657" 10 10 2 0 30 5 25 15
"9658" 313 309 278 217 591 459 580 460
"9659" 150 151 166 144 250 198 175 142
"9660" 17 17 45 94 101 88 48 21
"9661" 1876 2227 2729 3185 2810 3946 4480 4278
"9662" 487 514 696 827 843 761 417 489
"9663" 4341 4019 3328 2669 3279 3899 2576 2937
"9664" 438 263 239 253 259 258 120 138
"9665" 2 28 0 3 2 4 3 1
"9666" 6 4 19 29 18 12 42 22
"9667" 158 189 74 52 182 252 112 176
"9668" 195 256 106 118 357 347 346 415
"9669" 239 454 334 461 100 201 215 266
"9670" 968 1070 1064 997 1111 683 758 1163
"9671" 10 9 1 20 3 9 14 2
"9672" 1150 1301 672 722 1308 1290 562 555
"9673" 4 37 0 0 6 4 0 0
"9674" 60 90 293 287 272 365 123 126
"9675" 3151 4326 4173 3769 4753 3861 4833 3891
"9676" 916 645 683 730 1281 1094 1011 1105
"9677" 1062 1022 1004 913 1378 1329 1532 1811
"9678" 34 71 117 114 195 234 79 104
"9679" 644 437 674 703 208 246 490 540
"9680" 119 137 255 389 76 77 91 81
"9681" 36 15 0 0 4 4 0 18
"9682" 2741 2304 2974 3009 2869 3135 3339 3551
"9683" 3923 4203 3510 4162 2964 3722 4656 2636
"9684" 4025 3319 4609 4631 4358 4174 2538 2618
"9685" 2506 2919 1814 2549 2175 2598 2987 2891
"9686" 9127 8033 8126 9210 9872 10837 6672 6692
"9687" 0 0 3 3 0 0 0 0
"9688" 55 97 184 235 432 166 212 202
"9689" 742 456 161 274 542 790 171 157
"9690" 440 1301 978 867 835 693 539 1175
"9691" 2 4 7 17 0 0 6 2
"9692" 2160 2351 4355 4047 4883 4951 3815 3884
"9693" 3038 2160 2875 2927 4626 3947 1263 1322
"9694" 3535 3853 3857 2867 2551 2894 3330 4702
"9695" 0 3 1 1 15 7 0 21
"9696" 1865 2100 2394 2198 1506 2140 1234 2195
"9697" 4186 4500 5810 5240 6131 7371 6469 6708
"9698" 24 34 42 86 18 66 22 24
"9699" 877 928 1352 1279 613 418 1320 957
"9700" 11 0 27 78 69 32 56 17
"9701" 1435 1562 2029 1916 2352 2176 1660 1629
"9702" 132 143 262 344 276 259 161 248
"9703" 508 587 738 752 539 526 275 372
"9704" 41 15 0 0 29 20 64 26
"9705" 1536 1190 1416 1344 1250 1492 936 1085
"9706" 2 4 15 13 0 0 0 2
"9707" 464 682 273 593 560 750 831 1008
"9708" 6 9 53 34 54 47 23 10
"9709" 2234 2095 2246 2463 4141 4533 2122 1593
"9710" 1693 1716 2983 2352 2740 2529 2035 1926
"9711" 2976 3083 1454 1172 1449 1193 1792 1795
"9712" 11996 9134 8230 10869 8301 9261 11743 11302
"9713" 2714 3256 4146 4025 2624 2162 3270 2533
"9714" 215 203 805 499 237 444 331 305
"9715" 1398 1439 1664 1784 1893 1917 1452 2058
"9716" 26335 22287 18691 22362 17488 17542 24192 23564
"9717" 433 340 376 261 183 154 301 584
"9718" 0 0 4 6 13 11 10 37
"9719" 32 39 124 107 2 12 0 0
"9720" 9197 7271 8516 7507 8542 8900 4575 5260
"9721" 6902 8348 5311 10356 4621 5725 6169 4493
"9722" 3072 3129 3189 4189 5014 5239 3844 4874
"9723" 3 2 0 0 1 0 16 21
"9724" 612 491 297 527 234 324 344 443
"9725" 56 112 112 139 181 84 112 200
"9726" 4282 3576 1531 1483 1686 1633 2149 2729
"9727" 2654 3100 3426 2842 2127 2039 2178 2248
"9728" 106 104 129 105 96 43 135 130
"9729" 298 277 274 232 212 164 237 180
"9730" 102 138 138 267 204 185 191 229
"9731" 993 882 1198 1075 1248 1625 1790 1509
"9732" 168 226 56 75 117 186 388 165
"9733" 796 786 937 745 1206 1555 552 744
"9734" 1290 1628 904 840 1410 1332 1939 1806
"9735" 404 337 531 384 258 347 589 429
"9736" 85 73 50 33 104 93 114 108
"9737" 46 90 104 157 124 160 218 296
"9738" 1331 1509 958 1144 1380 1130 1162 791
"9739" 4446 4915 3421 3483 3782 4073 5074 5679
"9740" 1234 1374 1130 1010 699 897 1451 649
"9741" 258 252 244 212 400 294 155 154
"9742" 12236 8044 5766 6276 7247 6501 8910 9915
"9743" 88 110 141 109 197 179 76 78
"9744" 187 433 290 260 567 646 522 200
"9745" 179 150 207 218 196 199 333 232
"9746" 6121 5999 6981 5946 2946 3127 5463 4359
"9747" 1594 1312 1264 1398 1522 1424 1776 1495
"9748" 399 747 465 307 295 358 700 632
"9749" 1650 1867 1483 1648 1416 1270 1324 1458
"9750" 496 663 653 363 633 703 597 710
"9751" 482 373 509 365 275 374 534 469
"9752" 4 11 10 1 6 10 0 0
"9753" 7 6 0 0 38 33 3 5
"9754" 0 0 0 0 30 25 47 7
"9755" 36 54 53 25 17 34 93 85
"9756" 217 316 163 127 825 498 678 559
"9757" 238 309 335 82 88 62 163 184
"9758" 180 238 645 707 299 175 303 414
"9759" 16492 15747 14709 11206 14358 14003 13889 14153
"9760" 240 124 106 151 82 94 117 81
"9761" 52 122 73 36 1 3 7 10
"9762" 2283 2239 2212 1886 2730 2804 2632 2398
"9763" 431 422 225 243 384 375 476 298
"9764" 1385 1370 728 988 403 322 771 828
"9765" 1012 1125 636 458 986 1256 464 875
"9766" 3158 3236 3504 3168 3420 3873 3407 3103
"9767" 3207 2845 1937 1924 2778 2669 1465 1943
"9768" 757 843 1993 1588 1905 1720 1312 1316
"9769" 3233 3216 1965 2040 2166 1579 1445 1821
"9770" 458 534 1085 1018 1150 1255 1214 1077
"9771" 677 616 432 586 1017 1156 1249 1176
"9772" 146 165 83 117 64 76 91 40
"9773" 1394 864 708 768 1107 1411 878 1083
"9774" 804 919 1012 1331 589 583 796 767
"9775" 435 439 153 97 191 140 186 209
"9776" 3228 3124 1563 1466 2644 2454 2925 3401
"9777" 1578 1427 2609 2252 1891 1658 2389 2146
"9778" 95 94 35 24 46 102 21 12
"9779" 584 440 598 657 634 519 1054 893
"9780" 0 0 39 16 8 9 51 31
"9781" 183 157 111 151 74 45 30 56
"9782" 4158 4228 3611 4343 3714 3372 2987 2901
"9783" 2043 1744 2695 2682 3858 3903 2990 2602
"9784" 433 318 161 181 180 248 375 447
"9785" 1025 1198 509 728 1049 1290 1209 1230
"9786" 1307 1260 534 1101 1254 962 950 1153
"9787" 0 0 29 30 22 10 14 18
"9788" 33365 39836 36411 34944 38058 22425 27597 24834
"9789" 52 43 32 74 22 34 138 64
"9790" 36 19 26 20 15 36 26 13
"9791" 12 20 8 9 5 15 10 5
"9792" 3438 2704 2728 2057 2644 2308 1984 2325
"9793" 10206 9889 8603 8364 12023 8522 8901 9374
"9794" 2296 2632 2453 2021 2523 2538 2494 1943
"9795" 2605 3043 3556 2778 3167 3446 4082 3779
"9796" 129 159 85 116 12 34 19 44
"9797" 419 347 565 565 1199 845 294 329
"9798" 17 27 27 26 132 123 55 48
"9799" 6501 5530 4513 3652 4699 4008 5200 5083
"9800" 157 171 27 27 36 21 4 0
"9801" 123 203 70 121 305 165 142 184
"9802" 0 0 5 24 0 0 21 35
"9803" 172 82 400 419 60 124 244 255
"9804" 2076 1796 1736 1560 2091 2342 2817 2144
"9805" 4082 4200 3504 2886 4578 4208 4164 4112
"9806" 169 178 147 157 78 55 91 204
"9807" 779 793 564 586 650 739 735 445
"9808" 1211 963 1112 909 985 869 469 769
"9809" 12 14 4 14 11 14 20 12
"9810" 560 506 887 1308 982 667 744 892
"9811" 3 13 6 7 6 5 19 30
"9812" 978 624 311 400 596 464 591 643
"9813" 111 147 457 381 111 201 75 96
"9814" 270 256 211 292 209 354 350 297
"9815" 109 128 521 384 353 369 256 255
"9816" 21 20 3 0 11 0 6 2
"9817" 229 270 605 892 360 423 1033 908
"9818" 252 150 70 43 32 51 227 216
"9819" 16 18 5 7 0 0 0 0
"9820" 159 73 101 50 62 74 42 59
"9821" 86 37 72 22 84 64 57 61
"9822" 1192 1212 1602 942 677 943 653 645
"9823" 177 189 45 82 114 136 356 192
"9824" 82 78 68 76 100 66 88 113
"9825" 14 35 28 21 0 3 2 4
"9826" 1670 1732 2940 1874 1700 1168 1154 1235
"9827" 585 551 966 812 1151 1295 577 463
"9828" 4765 4712 4815 2744 4009 3616 7029 4835
"9829" 87 47 24 5 23 28 16 25
"9830" 0 0 17 12 2 3 27 20
"9831" 3563 3623 5447 5949 3730 4080 4083 5550
"9832" 18 13 5 16 14 11 0 0
"9833" 3831 3217 3134 3504 2330 3265 1848 2059
"9834" 577 652 782 635 806 1736 832 830
"9835" 208 307 360 481 123 70 570 547
"9836" 802 521 1801 1263 672 588 542 634
"9837" 1802 1544 2648 2589 1813 1730 1745 2290
"9838" 0 0 0 0 5 1 2 2
"9839" 3458 3342 3688 3347 3760 3553 2799 3141
"9840" 34 25 8 19 6 8 40 49
"9841" 5742 5082 6541 6903 8174 8821 4082 3736
"9842" 51 56 199 177 349 224 251 216
"9843" 6796 5718 4817 5108 4365 3643 4333 5705
"9844" 410 349 213 207 239 418 446 397
"9845" 0 0 0 0 0 0 0 0
"9846" 2932 3523 2513 2394 2794 2806 2583 3042
"9847" 1368 1035 944 751 471 705 1573 1575
"9848" 9448 9871 10415 10129 12821 9539 10314 7620
"9849" 19 28 10 13 22 10 41 59
"9850" 56 56 15 5 8 8 38 59
"9851" 29 38 95 62 8 22 18 7
"9852" 777 435 445 544 669 743 555 672
"9853" 18 9 89 62 33 38 4 28
"9854" 1827 2275 1589 1707 2618 1689 2946 3037
"9855" 395 338 188 237 362 461 269 258
"9856" 3779 5010 5887 8976 8474 6995 7149 7856
"9857" 9242 11694 9906 9700 9209 7840 12334 11631
"9858" 4599 5868 4530 6266 3984 4142 4676 5107
"9859" 191 154 296 393 205 168 316 216
"9860" 3155 3906 4060 3067 3280 2961 2304 1863
"9861" 781 968 1421 1895 911 859 1302 1507
"9862" 0 0 6 11 0 0 9 12
"9863" 2536 1982 2357 2663 2155 2474 3839 3914
"9864" 16 48 147 239 193 71 218 181
"9865" 90 185 24 18 29 42 40 36
"9866" 228 278 403 561 92 134 548 434
"9867" 330 350 275 183 70 63 317 130
"9868" 102 117 179 306 271 371 126 45
"9869" 3619 4019 5884 6344 5804 4990 4268 4547
"9870" 4030 3393 2742 3121 1989 2536 2152 2318
"9871" 805 1114 800 751 653 811 1333 1089
"9872" 742 1048 910 1146 1160 1110 549 636
"9873" 1877 1853 2879 2743 2365 2287 1719 2109
"9874" 5108 4559 4178 3983 4745 4882 2873 2580
"9875" 85 83 74 124 99 98 159 150
"9876" 279 358 703 602 400 452 411 400
"9877" 156 174 42 85 127 198 35 90
"9878" 572 467 312 415 158 321 305 264
"9879" 1351 1497 1304 1365 2000 1785 1556 1730
"9880" 345 272 122 173 354 278 210 259
"9881" 3269 3747 3647 3544 3171 2353 3009 2763
"9882" 7 1 25 4 0 0 26 24
"9883" 2185 2505 3889 3817 3100 2600 4001 4807
"9884" 1550 1551 3294 3130 2459 2174 1945 1620
"9885" 177 242 468 473 370 255 194 225
"9886" 931 959 1537 1859 1435 1577 402 661
"9887" 379 340 728 770 236 297 541 655
"9888" 93 49 55 74 72 49 66 7
"9889" 836 994 1228 1246 884 1054 941 1075
"9890" 0 0 0 0 2 2 0 0
"9891" 1491 1612 1682 1451 2023 2375 1710 963
"9892" 7269 9872 10101 8344 14783 14485 8777 10146
"9893" 43 24 236 143 52 114 58 69
"9894" 0 0 2 16 0 0 0 1
"9895" 4 7 0 0 24 18 0 0
"9896" 4536 4512 7808 6569 6016 5715 3222 4205
"9897" 3297 3700 2226 2198 2243 1816 2149 2128
"9898" 383 478 334 336 250 120 159 214
"9899" 0 10 0 0 1 2 0 0
"9900" 2108 2186 2433 2632 1300 1397 2421 2374
"9901" 194 168 229 337 136 89 102 152
"9902" 960 1237 1996 1559 2413 2184 1277 2080
"9903" 9 0 2 4 10 26 3 10
"9904" 0 0 9 11 10 18 0 0
"9905" 1101 1007 896 994 1326 1536 1766 1259
"9906" 14546 11824 21519 16789 23112 19050 18499 20478
"9907" 195 231 379 515 123 120 294 335
"9908" 1843 2274 3569 3355 2334 2076 2845 2631
"9909" 61 148 182 125 39 110 189 185
"9910" 3256 3458 2244 2311 3742 2499 2896 3360
"9911" 952 511 777 806 854 570 967 562
"9912" 998 1391 1560 2120 1917 2042 1503 1376
"9913" 1066 901 1816 2023 2832 2204 2653 2688
"9914" 196 323 188 223 272 278 45 44
"9915" 20 31 29 6 20 9 39 11
"9916" 519 825 226 219 506 397 409 384
"9917" 355 253 305 332 309 343 409 360
"9918" 3 8 0 0 0 0 0 0
"9919" 502 251 232 149 436 420 519 347
"9920" 1190 1283 2039 1964 1094 1690 2103 2214
"9921" 662 394 609 422 174 208 468 338
"9922" 12 41 105 74 17 32 18 7
"9923" 4868 5321 4137 4196 4434 5408 6120 6721
"9924" 2354 1875 2129 1985 2768 2255 1559 1863
"9925" 100 78 35 23 76 65 28 41
"9926" 6180 5542 6407 6620 7164 7152 6953 4866
"9927" 2664 1947 1080 1233 1464 1677 2337 2116
"9928" 13 34 0 0 6 5 4 17
"9929" 2656 1317 1517 1418 1553 2152 1434 1347
"9930" 4123 3991 2186 2146 3594 3268 2638 2431
"9931" 12 10 11 46 13 3 0 0
"9932" 222 334 224 274 253 171 462 263
"9933" 0 0 8 0 16 17 0 0
"9934" 3848 3899 3748 3000 4502 5554 3112 3505
"9935" 22 29 0 0 0 0 0 0
"9936" 430 543 419 411 511 518 340 310
"9937" 1172 951 852 1035 557 854 1070 1692
"9938" 155 136 311 282 313 185 87 57
"9939" 307 352 301 247 231 259 424 305
"9940" 192 61 106 97 347 258 159 122
"9941" 48 49 19 24 32 51 85 125
"9942" 7029 7191 5400 4273 6000 3330 3264 3461
"9943" 5337 4973 6963 8596 7213 7417 6736 6776
"9944" 2282 1515 1861 2738 2787 2117 2594 2948
"9945" 2263 3166 1079 1154 1207 1425 1674 2096
"9946" 933 1079 1004 646 1306 1056 913 753
"9947" 208 340 453 740 584 667 444 561
"9948" 9169 11204 9721 11613 7659 7146 9940 13728
"9949" 124 61 98 22 299 211 105 126
"9950" 10925 10600 10464 13991 9177 9368 10580 12350
"9951" 68 36 53 17 81 158 83 92
"9952" 552 390 910 918 630 543 1262 942
"9953" 2861 4033 4255 3871 4052 5265 3605 3810
"9954" 919 566 1556 688 1889 2066 2202 2122
"9955" 1053 622 764 971 1682 1828 1324 1153
"9956" 52 52 25 26 43 46 6 6
"9957" 5535 7707 7495 7487 5037 4898 4887 6181
"9958" 456 390 895 660 887 1355 1150 1093
"9959" 3513 3407 1431 1532 2246 1752 1945 2292
"9960" 9562 7945 7164 9168 6841 7067 8453 9183
"9961" 928 1045 508 646 782 535 1071 1110
"9962" 3778 3984 3138 2804 3697 3682 5415 3560
"9963" 251 185 149 155 279 188 238 201
"9964" 372 423 309 251 325 331 236 167
"9965" 10997 11322 11125 13415 14148 9361 10970 12573
"9966" 482 503 206 451 473 630 682 869
"9967" 5565 5255 2394 2200 4432 6071 5755 4720
"9968" 27 112 78 27 102 157 180 203
"9969" 1250 1293 968 961 864 1010 566 653
"9970" 245 262 108 96 169 287 751 414
"9971" 70 48 299 472 97 61 284 176
"9972" 1303 1624 904 1592 1205 1405 1286 1733
"9973" 1673 1309 1134 1161 1593 1271 1127 941
"9974" 6843 6503 7809 11888 9380 10543 8249 7334
"9975" 1926 1836 2172 2287 2079 2236 1851 1548
"9976" 1157 1156 1103 1385 1459 963 1079 981
"9977" 1304 815 1521 2340 708 580 1072 1174
"9978" 23 22 61 71 51 48 20 39
"9979" 10 0 0 0 0 0 0 0
"9980" 1403 1306 1031 1418 1018 1050 1170 1135
"9981" 6 6 0 0 0 0 0 0
"9982" 141 180 219 290 384 265 231 232
"9983" 24 15 0 0 0 0 3 2
"9984" 1435 1319 1235 973 1794 1202 997 869
"9985" 50 207 100 161 74 67 53 93
"9986" 3804 3178 2187 1680 3181 3199 4416 4570
"9987" 40 30 174 99 144 138 215 71
"9988" 1010 1545 1077 737 1077 1115 615 733
"9989" 1215 1214 1237 1867 1679 2128 1659 1217
"9990" 304 479 226 446 412 460 349 299
"9991" 388 450 552 557 344 355 344 427
"9992" 5903 4472 5408 6605 5569 7799 7514 7536
"9993" 977 1616 1995 1861 1193 1178 1638 1442
"9994" 63 78 65 63 58 35 170 39
"9995" 320 247 392 595 551 299 361 412
"9996" 9436 6747 8194 6880 8737 7533 3856 6136
"9997" 1973 1063 1824 920 865 729 1611 1583
