"TP1_1" "TP1_2" "TP1_3" "TP1_4" "TP1_5" "TP2_1" "TP2_2" "TP2_3" "TP2_4" "TP2_5" "TP3_1" "TP3_2" "TP3_3" "TP3_4" "TP3_5" "TP4_1" "TP4_2" "TP4_3" "TP4_4" "TP4_5"
"gene_8480" 2344 2511 1993 2601 2382 1501 1553 1945 1851 2047 1998 1754 2503 2013 2485 1933 2315 2673 2350 2227
"gene_8481" 3766 5259 3922 4087 5071 3476 3572 3568 3945 3577 4119 3492 3741 3176 3627 3988 4282 3809 3194 4392
"gene_8482" 1664 1352 1557 1751 1449 1088 1342 1303 1264 1385 1594 1565 2088 1406 1446 1613 1609 2143 1755 1542
"gene_8483" 2460 2317 2502 2098 1860 2736 3193 5241 3226 2850 2071 2140 2056 2124 2875 1708 1686 2139 1680 1922
"gene_8484" 772 619 682 754 718 186 443 195 189 292 272 428 467 439 264 282 334 331 342 274
"gene_8485" 742 687 753 847 726 415 610 664 794 557 871 1118 762 1227 1145 662 612 739 635 943
"gene_8486" 1854 1811 2414 2240 2263 2420 1692 1857 2020 1596 2191 2433 1948 1977 2128 1233 1056 1369 1016 1289
"gene_8487" 172 284 255 198 174 142 129 142 159 150 207 206 211 295 223 141 163 155 190 135
"gene_8488" 1975 1652 1440 1735 1938 1019 1091 1223 1201 1240 1370 1124 903 1116 1109 2195 1616 2030 1884 1489
"gene_8489" 954 761 973 947 790 1016 700 801 975 911 343 781 932 518 790 897 949 515 766 721
"gene_8490" 311 268 299 330 316 167 222 152 223 181 153 135 235 318 191 359 346 500 350 404
"gene_8491" 2562 2067 2979 2366 2265 970 1775 1419 1464 1229 788 1058 1113 1007 1150 1592 1234 1666 1633 1330
"gene_8492" 172 207 151 133 109 96 125 87 97 180 185 254 297 233 256 140 135 60 191 159
"gene_8493" 350 312 329 307 256 178 118 168 68 138 260 251 194 184 173 196 166 264 200 226
"gene_8494" 631 627 559 774 876 490 446 489 370 428 387 291 446 349 425 422 340 471 438 487
"gene_8495" 10092 11476 11034 9988 12003 11303 11381 11329 13631 12469 8445 11090 9376 10294 12391 9116 8292 9234 11228 9403
"gene_8496" 1451 2230 2006 1822 2105 1150 1883 2290 1401 1997 1655 1920 2110 2506 1776 2192 2395 2692 1777 2385
"gene_8497" 6488 6099 7587 7250 7658 7404 5779 5477 5860 5681 5519 5175 7433 6768 8757 4683 4897 6695 5599 6683
"gene_8498" 124 77 190 151 93 378 428 334 366 338 217 243 293 401 374 217 120 165 92 246
"gene_8499" 509 484 489 407 453 340 231 220 241 289 475 325 410 408 421 143 176 194 208 169
"gene_8500" 140 159 127 115 158 207 74 128 160 110 154 136 134 151 125 167 179 197 314 176
"gene_8501" 3383 2983 3426 2868 3475 2467 2861 3220 2358 2426 2377 2450 2306 2161 2343 3033 2840 3370 2466 2929
"gene_8502" 45 55 19 43 32 25 16 7 7 12 1 12 8 8 7 92 51 68 83 40
"gene_8503" 3674 4402 3957 4345 3881 1397 1802 1441 1644 1854 1660 1981 2405 2103 2317 2417 2695 2579 3330 2460
"gene_8504" 1458 1291 1598 1803 1668 1530 1261 1313 1299 1752 1098 1436 1135 1132 1315 2364 2049 1967 2614 2133
"gene_8505" 776 734 601 948 801 382 581 451 329 497 601 660 467 499 570 703 602 652 648 577
"gene_8506" 323 243 233 220 183 242 117 108 122 153 45 10 77 39 41 252 127 234 90 249
"gene_8507" 1951 1480 1787 1533 2027 3725 2561 2987 2834 3299 1848 2829 2294 2097 2112 1419 1326 1442 1139 1354
"gene_8508" 271 177 235 306 225 145 170 171 107 172 230 160 229 168 106 75 52 74 96 65
"gene_8509" 0 0 0 0 0 4 15 9 2 12 4 8 8 7 5 3 6 4 4 2
"gene_8510" 0 0 0 0 0 8 8 16 20 8 8 0 9 2 1 0 0 0 0 0
"gene_8511" 1529 1719 1628 1685 1944 1716 1797 1654 1565 1552 1591 1712 1488 1742 2091 1803 1156 1637 1492 1828
"gene_8512" 220 110 178 206 135 341 260 330 186 177 280 283 314 222 203 249 176 314 182 345
"gene_8513" 8 2 1 1 4 1 4 9 3 0 0 0 0 0 0 0 1 4 6 1
"gene_8514" 3185 3062 3106 2267 3189 2653 3510 3021 3004 4104 2926 2651 2431 2892 2297 2610 3537 3709 4159 3275
"gene_8515" 394 600 671 398 423 679 459 591 627 465 432 428 564 464 319 469 349 409 301 341
"gene_8516" 3113 2634 2791 3129 2511 3784 2987 4360 3401 4310 2640 2270 2658 2997 2132 2055 2466 1757 2782 1903
"gene_8517" 1030 997 971 906 1023 1069 870 1165 1341 731 872 748 840 462 636 688 843 449 657 548
"gene_8518" 1440 1628 1422 1811 1413 1507 1938 1958 2224 1823 1461 1154 1103 1230 1222 1076 1223 1378 934 1048
"gene_8519" 463 414 437 700 526 554 363 579 301 344 529 323 391 434 444 245 217 252 159 204
"gene_8520" 3760 3803 3755 3309 4240 3501 3053 3725 3917 2241 4245 3634 4973 4689 4660 2151 2264 2258 2226 2357
"gene_8521" 3319 3904 3323 3544 3527 3216 3802 3358 4023 3371 3684 2867 3228 3095 3369 3485 4149 3409 4018 3767
"gene_8522" 364 391 373 316 522 426 449 391 369 228 281 312 240 258 234 430 377 326 473 372
"gene_8523" 2534 2392 2453 2359 2727 2236 1768 2069 2382 2666 1092 1555 1795 1364 1411 2992 3120 5456 3714 3280
"gene_8524" 421 298 341 504 451 398 409 383 295 498 225 235 293 275 345 355 301 393 393 404
"gene_8525" 83 103 63 72 104 170 199 180 210 239 183 158 164 118 363 344 306 268 153 263
"gene_8526" 178 142 225 97 275 167 213 241 229 184 105 151 65 94 136 49 183 139 172 102
"gene_8527" 477 414 484 409 526 265 313 309 364 224 195 229 141 188 118 254 233 218 361 345
"gene_8528" 342 361 435 307 419 479 519 664 428 473 449 256 271 347 303 479 506 271 392 570
"gene_8529" 27 72 80 69 39 99 94 133 128 118 69 51 66 97 75 180 158 201 89 161
"gene_8530" 2346 2172 2800 2533 2331 3984 3302 2544 3508 2824 3730 2950 2691 3246 3044 2829 2359 3730 2493 2207
"gene_8531" 12677 10385 13587 14492 12679 14217 13639 13944 14680 17372 8903 9894 12220 13471 9451 13087 13954 12585 14878 13592
"gene_8532" 5611 4664 5047 6260 4549 7717 6640 8223 8770 7448 6060 6567 5868 4341 4747 6357 5568 6724 9757 7157
"gene_8533" 93 132 99 62 168 127 251 142 183 138 137 112 104 132 129 99 62 71 83 58
"gene_8534" 928 636 521 616 516 758 551 673 838 752 253 179 247 184 230 373 352 451 294 326
"gene_8535" 695 528 732 614 560 423 408 370 326 272 589 409 459 529 498 496 206 315 365 274
"gene_8536" 701 580 600 749 553 419 394 321 299 289 566 527 595 562 616 610 880 411 396 1004
"gene_8537" 85 70 84 127 117 44 50 16 33 9 181 100 110 100 56 78 45 53 97 52
"gene_8538" 1752 1925 1501 1745 2142 1741 2165 1354 1880 1870 1856 1759 1787 1714 2203 1526 1749 1631 1811 1535
"gene_8539" 847 1060 837 660 627 1197 750 779 996 842 910 842 916 992 639 790 939 745 768 651
"gene_8540" 8125 7231 7973 7527 8072 5543 6289 4817 6892 7435 6381 8193 7465 7896 6500 7148 10972 6240 5808 6536
"gene_8541" 267 236 248 186 244 38 33 29 49 68 39 53 52 47 64 172 158 162 184 62
"gene_8542" 43 59 60 98 67 100 76 81 114 83 97 124 115 129 93 212 200 155 143 253
"gene_8543" 2729 2907 1747 2487 2048 1856 2543 2332 1848 2168 2527 2019 2359 1978 2320 1312 1287 1235 1431 1454
"gene_8544" 348 384 264 549 236 157 216 264 199 222 253 166 274 266 235 336 236 329 229 278
"gene_8545" 191 232 156 203 199 138 144 165 90 108 18 34 23 33 22 66 94 98 49 103
"gene_8546" 1309 1809 1746 1519 1880 2021 1625 2188 1334 1705 881 830 1265 932 740 3258 3402 2929 3227 3182
"gene_8547" 679 615 627 720 627 1072 772 929 754 761 256 372 257 303 435 882 643 803 1502 684
"gene_8548" 1057 1371 1423 1332 1086 1003 1149 1029 911 921 1560 3055 1521 2477 1892 1519 1506 1422 1418 1258
"gene_8549" 259 299 237 414 321 289 349 281 226 186 544 647 756 686 727 513 427 206 215 356
"gene_8550" 1370 1158 1274 1056 1564 1117 966 1110 1248 1156 1602 1706 1841 1730 1573 569 1043 770 676 619
"gene_8551" 1164 1040 1188 1388 1363 2415 1717 2156 1846 2465 1095 989 928 1252 819 1133 1326 1199 1203 976
"gene_8552" 3296 3046 4793 4507 4163 4045 4457 3063 3064 4093 4104 3287 5579 3653 2555 3470 3334 4055 2634 3106
"gene_8553" 406 299 248 210 358 279 247 309 347 301 404 258 398 485 403 209 409 352 166 257
"gene_8554" 1075 1361 1130 917 1244 948 1020 1030 862 1098 1777 1591 1577 1634 1871 956 1048 978 1261 1058
"gene_8555" 1832 1757 1829 1791 2203 2383 1768 1633 1871 2058 2096 2533 1611 1336 1832 1663 1630 1696 1702 1487
"gene_8556" 878 767 694 1003 789 582 514 569 750 648 575 588 693 611 602 583 469 401 520 267
"gene_8557" 7149 5729 7544 6028 7921 6921 7007 8203 7367 7452 9897 9739 9340 9290 8498 5048 4739 6546 6142 3122
"gene_8558" 11 12 7 26 6 82 34 40 85 40 0 0 0 0 0 19 35 29 14 21
"gene_8559" 12281 11764 11757 12243 9785 9104 10032 8313 10852 7773 10963 11641 15563 11952 12767 13710 12573 11251 12836 12597
"gene_8560" 4919 4086 4415 4258 3701 5844 4730 5564 5666 6106 7919 5768 5508 5034 6763 5997 7295 5114 8089 5953
"gene_8561" 79 68 15 65 80 23 21 51 54 39 42 75 65 51 35 86 60 62 87 51
"gene_8562" 7866 9842 10316 13554 9552 6856 7405 6789 7473 8543 7995 8079 7666 8167 7524 9101 8318 10418 10841 8462
"gene_8563" 20351 19261 20130 18898 15900 20790 19223 16761 20314 18753 16513 17979 11593 15051 15573 12240 14536 12183 11993 16018
"gene_8564" 766 830 517 876 823 602 522 707 820 406 779 290 918 523 985 412 474 470 518 449
"gene_8565" 24 27 49 27 106 173 68 87 128 158 137 244 142 205 150 37 47 32 42 41
"gene_8566" 1329 1027 1054 992 1484 1046 1384 1460 1436 1148 819 1097 1439 855 693 2027 2114 2098 2050 2142
"gene_8567" 2992 2420 3375 2321 2451 3245 3003 4012 3068 3008 1594 2250 2903 2752 2701 1698 1748 1655 2249 1919
"gene_8568" 1164 1694 1519 1176 1866 1698 1119 2410 1722 2234 1280 852 1384 1380 1814 1033 1204 877 888 1027
"gene_8569" 14 33 34 22 24 40 50 50 58 40 51 42 65 100 6 10 3 12 4 0
"gene_8570" 369 409 494 646 384 1384 1508 1359 1473 1332 771 1110 640 665 1161 807 626 458 896 1020
"gene_8571" 751 587 667 755 798 981 1162 1001 727 870 433 480 454 507 514 471 407 480 647 588
"gene_8572" 4301 4519 3358 4312 4076 3796 3812 4185 3221 3814 3269 3068 2670 3507 2574 3044 3658 3833 2975 3373
"gene_8573" 971 564 570 487 637 320 351 389 324 449 324 255 306 279 488 340 323 360 345 393
"gene_8574" 286 319 184 209 317 331 270 324 212 209 328 488 283 316 483 178 274 249 177 188
"gene_8575" 143 138 151 86 72 129 183 385 216 82 129 189 190 194 161 162 109 91 51 112
"gene_8576" 1948 2482 1848 1868 1767 2181 2364 2165 2074 2228 3217 3132 3033 3365 2959 1949 1718 1717 1710 1594
"gene_8577" 3278 2420 3670 3238 3298 2370 2364 2854 2395 2382 2965 2914 3831 3726 3970 1616 2060 2850 2007 2369
"gene_8578" 1989 2546 2535 2102 1959 1992 1835 1685 1881 1779 1169 1339 1803 1391 1589 1690 1917 2208 2080 2605
"gene_8579" 234 313 297 398 374 423 455 411 426 377 427 333 401 385 338 330 344 448 469 562
"gene_8580" 12 20 4 10 8 53 49 65 50 35 44 50 27 25 52 71 22 43 15 31
"gene_8581" 3064 3225 4090 3393 4406 3774 4551 3406 4435 3484 3482 3706 4317 4044 3505 3947 3656 3402 4199 3769
"gene_8582" 18081 15942 17011 16607 16096 16660 16121 18627 16310 16070 16824 19320 14778 15080 15333 11605 9893 10636 11882 10288
"gene_8583" 1522 1806 2063 2472 1936 1875 1948 2052 2119 1788 1618 1690 1550 1777 1900 1861 1820 1967 1912 1725
"gene_8584" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 5 9 5 7
"gene_8585" 6 4 2 4 4 2 2 10 6 16 25 10 7 20 12 46 49 52 23 20
"gene_8586" 4015 4853 4665 4918 4599 4110 4143 5107 4837 4812 4761 3374 3916 4121 3707 7420 5999 5852 8874 5390
"gene_8587" 2284 1894 2087 1726 1747 2858 3259 2935 2329 3288 2129 2104 2293 2574 1694 1974 1448 1651 2028 1879
"gene_8588" 562 516 391 514 327 544 676 555 649 522 451 597 999 818 625 853 1117 1037 1081 1099
"gene_8589" 1107 838 616 582 670 731 685 1063 847 609 673 492 666 598 646 521 427 464 653 470
"gene_8590" 5207 7074 5543 7913 6590 5988 4480 6701 4302 6417 6322 7163 6885 6225 5930 11606 8524 5040 6277 6383
"gene_8591" 903 1139 1090 1083 1045 785 570 938 695 655 498 446 790 550 636 412 609 547 731 483
"gene_8592" 6507 3744 5017 4989 3893 4886 5245 5168 5377 4216 3914 2903 3880 3425 3068 1709 2013 1625 1831 1798
"gene_8593" 6 10 18 3 19 27 22 72 18 15 16 15 15 4 7 0 0 0 0 0
"gene_8594" 596 632 659 750 542 984 850 958 787 926 642 728 806 782 1151 571 612 682 580 868
"gene_8595" 390 477 490 479 494 451 375 311 365 278 87 55 134 180 116 377 453 319 279 305
"gene_8596" 218 168 214 182 239 464 439 662 601 689 318 228 262 225 248 94 267 249 350 174
"gene_8597" 1082 1094 914 920 1000 665 527 558 730 712 852 1091 816 673 750 542 830 979 598 758
"gene_8598" 638 590 747 725 743 541 457 340 550 365 780 749 765 903 781 389 399 314 380 463
"gene_8599" 0 0 0 0 0 7 4 13 38 31 1 10 12 1 2 0 0 0 0 0
"gene_8600" 703 719 568 476 538 563 666 437 536 440 454 503 579 484 585 566 976 837 613 874
"gene_8601" 3334 3169 3335 2548 3854 2213 1948 2242 1584 2343 2915 2959 2636 2488 2537 2180 2809 2103 3265 2354
"gene_8602" 2619 1946 1743 1827 2217 1882 2261 2041 2438 2488 2104 1543 1525 2135 1731 1722 1632 1900 1325 1713
"gene_8603" 345 290 289 257 396 155 150 306 192 161 464 375 360 436 365 310 324 305 431 387
"gene_8604" 4 3 4 0 7 2 4 8 10 4 0 0 0 0 0 53 11 27 25 38
"gene_8605" 766 969 844 953 891 797 780 554 937 675 972 1269 1014 834 655 880 904 857 924 806
"gene_8606" 10 4 3 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_8607" 188 91 170 118 107 108 113 82 100 104 51 39 59 52 14 10 18 16 27 17
"gene_8608" 549 674 342 402 369 694 688 563 741 614 925 1232 1019 1247 1189 785 736 957 851 685
"gene_8609" 2218 1610 1962 1967 2109 1810 984 1305 1168 1798 1529 1607 1443 1461 1325 583 767 1252 1402 1276
"gene_8610" 8420 5043 5582 4115 7400 5722 4152 4742 4404 4361 5749 5042 5800 4422 6268 4909 4068 4550 3974 6589
"gene_8611" 606 420 832 594 469 1179 1253 1419 1481 1493 937 1172 727 741 923 761 802 777 489 1202
"gene_8612" 3913 3882 4188 4028 3251 1937 3181 3086 1956 2179 4945 3230 5289 3203 3592 3867 4548 3636 3027 2837
"gene_8613" 244 378 182 237 423 501 361 823 802 583 539 440 531 518 487 453 428 512 661 531
"gene_8614" 157 186 147 158 202 96 253 237 145 171 295 503 289 340 388 119 189 217 139 316
"gene_8615" 1983 2263 2639 2379 1860 1982 2724 1882 2180 2765 2186 2388 2988 2419 2198 2108 1729 2307 2140 2435
"gene_8616" 1702 2256 2022 1959 1890 3549 3772 3715 4278 3611 1816 1546 1453 1476 3581 3174 2775 3125 2719 2712
"gene_8617" 1197 1044 1565 763 1374 1265 1227 1354 1526 1373 1882 1566 1751 1323 1619 1319 1486 1513 1732 1571
"gene_8618" 134 79 91 73 127 115 178 130 77 55 79 61 92 127 64 132 91 61 44 109
"gene_8619" 321 293 753 322 381 774 575 556 618 762 390 383 360 570 455 415 437 571 519 681
"gene_8620" 5004 4762 4924 4546 6247 5716 5651 5789 5159 6330 6088 5640 4963 4832 5508 5097 4146 4915 4042 6021
"gene_8621" 1607 1519 1446 1325 1214 1532 1458 1511 1677 1892 1320 1128 1077 1282 1335 2255 1620 1618 1706 1513
"gene_8622" 358 338 410 317 395 376 360 381 292 355 288 309 325 252 293 106 160 76 82 138
"gene_8623" 1970 1179 2208 2614 2101 1321 1423 1855 2192 1160 1587 1880 1842 1810 1459 2082 2194 2583 1524 1856
"gene_8624" 6393 5639 7152 5592 5874 5958 6870 6346 6388 4827 5847 6401 5854 6214 5709 6376 4821 6254 5245 6587
"gene_8625" 872 978 737 774 1130 1052 915 1170 1484 932 1597 1276 1850 1482 1510 1019 1262 1131 910 796
"gene_8626" 235 325 186 322 348 171 249 132 300 204 136 150 153 189 127 274 302 218 244 127
"gene_8627" 176 227 159 148 163 369 619 452 445 379 199 247 229 285 412 312 289 270 298 221
"gene_8628" 111 34 74 42 101 12 4 3 10 8 50 22 52 40 36 0 0 0 0 0
"gene_8629" 5 1 2 11 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_8630" 762 536 877 522 846 1328 1013 1269 1278 1516 630 531 648 519 708 736 905 641 1333 1053
"gene_8631" 8 0 6 7 16 0 0 0 0 0 5 9 4 23 14 0 0 0 0 0
"gene_8632" 2021 1480 1334 1861 1967 1837 1685 1778 2078 1848 2150 1835 2272 1835 2206 1945 2289 2216 2272 2240
"gene_8633" 286 351 541 511 371 651 798 643 454 446 298 338 335 335 308 450 356 478 453 333
"gene_8634" 87 61 110 72 44 65 47 34 89 23 68 69 61 81 136 104 126 119 185 167
"gene_8635" 4609 3906 3626 4730 4695 5438 4678 5011 3679 4803 5764 4467 3090 4823 3692 3915 4256 4628 3211 3667
"gene_8636" 5417 7593 5886 5175 4218 4509 4821 3097 5369 4775 4289 4351 4797 4693 4208 5098 4776 5576 4933 5152
"gene_8637" 471 485 363 324 525 771 566 634 752 765 614 502 506 569 646 507 510 395 274 249
"gene_8638" 592 757 725 772 812 392 511 797 994 614 343 369 377 522 425 398 366 379 420 331
"gene_8639" 6 2 9 6 6 52 45 129 85 111 59 65 72 70 109 4 14 7 8 6
"gene_8640" 1241 1367 800 1270 1201 2063 1462 1583 1757 1559 1608 1412 1064 758 1775 1550 1331 1394 1321 1101
"gene_8641" 115 86 61 84 73 29 20 14 29 13 98 80 118 71 55 25 44 145 103 91
"gene_8642" 3177 2654 3151 3219 2244 3440 4238 3893 3966 3088 2736 3120 2472 2460 2193 2959 3458 5497 3996 4216
"gene_8643" 543 433 590 489 518 274 326 675 422 624 760 473 366 662 550 701 739 582 854 927
"gene_8644" 1671 1739 1684 1208 1682 1860 2148 1806 1533 1730 2400 1321 1581 1832 2443 1708 1705 1764 1721 1947
"gene_8645" 278 220 249 426 410 347 294 162 308 306 352 460 641 245 367 256 325 381 294 209
"gene_8646" 3937 3510 3587 3710 4007 4760 3968 3655 5694 3675 2998 3047 2746 3517 2963 2068 2427 2170 2708 2578
"gene_8647" 6465 6943 8184 4798 7208 8162 6907 6053 6079 7380 7176 5830 5491 5470 6013 4555 6702 4989 6648 6536
"gene_8648" 9 7 29 27 29 74 57 51 52 38 41 36 50 32 51 26 32 31 20 40
"gene_8649" 181 201 301 206 223 33 29 32 21 15 63 22 42 14 13 45 27 36 39 27
"gene_8650" 564 460 553 453 739 301 306 444 318 292 395 509 416 595 525 390 578 524 548 304
"gene_8651" 162 75 74 49 65 62 98 55 73 121 223 350 149 133 116 189 214 318 230 208
"gene_8652" 223 224 261 218 144 57 58 48 20 20 116 198 95 125 89 121 79 87 190 168
"gene_8653" 1446 2202 1679 1634 1743 1064 1088 1207 1053 1309 1242 1405 1044 1319 1226 1189 1187 998 1382 1558
"gene_8654" 718 1008 761 1009 881 907 1011 1036 1074 1179 689 820 701 687 638 908 1226 1080 1042 943
"gene_8655" 591 812 872 883 1001 1003 2535 1301 1622 2002 842 933 1055 1025 1040 1127 655 965 689 1217
"gene_8656" 228 198 139 293 366 252 229 304 359 158 390 427 478 263 319 239 143 242 184 134
"gene_8657" 125 44 52 32 54 179 440 310 258 210 378 270 240 335 330 96 126 79 122 169
"gene_8658" 8 18 4 2 20 8 8 12 7 10 36 18 23 16 9 0 0 0 0 0
"gene_8659" 2208 1987 1890 1853 2316 2036 1727 1829 2157 1758 1772 1924 1763 1794 1802 2927 2492 2152 2515 2496
"gene_8660" 764 634 975 674 695 293 327 336 378 247 725 482 283 622 719 628 515 490 622 507
"gene_8661" 283 267 310 290 659 291 388 421 453 310 378 321 314 391 418 412 361 414 370 336
"gene_8662" 423 826 909 536 925 736 809 1034 793 802 1050 730 832 842 853 988 598 755 621 669
"gene_8663" 0 0 0 0 0 6 0 6 2 6 0 0 0 0 0 27 7 9 10 4
"gene_8664" 1030 1189 1288 1426 1427 1103 1713 1204 1589 1507 1659 1344 1130 2269 1339 1396 1376 1606 1065 1343
"gene_8665" 12610 9470 11077 13299 14968 7304 8693 8708 6380 6886 14033 10840 12314 14187 13368 7852 9345 8949 6970 8225
"gene_8666" 1000 1002 1101 1106 1056 829 924 1068 717 600 1013 1133 913 1118 1090 1081 976 525 1059 620
"gene_8667" 5710 5369 5556 4673 5657 7020 5584 5272 7303 6097 5251 4814 4926 4000 4188 4548 4571 5869 4219 3774
"gene_8668" 2534 2290 3121 2608 2242 3213 3653 2451 2680 2890 2221 2123 1819 1840 1903 2569 2853 2735 2603 3162
"gene_8669" 3478 1704 2397 2861 2559 3074 3636 3716 2321 3563 2478 3236 2783 2457 2606 3339 4232 3082 3812 2875
"gene_8670" 105 55 155 65 15 79 68 57 73 90 127 90 133 39 82 199 197 182 314 148
"gene_8671" 1240 1384 1127 1375 1444 1888 2091 3151 2961 1922 1985 2423 1884 1963 2264 2480 2420 2419 2539 3057
"gene_8672" 76 118 75 119 87 421 501 333 230 473 287 149 141 169 206 138 249 161 205 212
"gene_8673" 56 65 88 72 105 85 53 90 148 36 138 150 80 173 86 66 97 63 48 138
"gene_8674" 1356 717 1223 1542 794 2057 2192 2036 2000 1755 2045 1875 1906 1767 1801 1657 1654 1580 2138 1173
"gene_8675" 4 1 0 2 2 9 1 0 6 5 10 5 0 1 5 11 10 5 17 22
"gene_8676" 509 830 742 409 1007 970 454 785 899 1274 431 366 512 359 566 765 850 627 564 751
"gene_8677" 1914 1658 1760 1622 1409 941 982 898 981 881 1687 1866 1748 1317 1528 984 1107 760 1349 1455
"gene_8678" 109 115 69 120 144 109 182 112 102 109 84 148 134 215 153 14 36 48 89 57
"gene_8679" 90 260 194 140 151 229 240 320 230 198 209 300 391 146 312 232 324 192 295 226
"gene_8680" 337 279 270 374 378 469 484 605 543 490 796 604 767 564 606 514 484 356 667 589
"gene_8681" 232 194 137 175 175 78 61 102 112 82 116 107 158 94 83 24 14 18 15 7
"gene_8682" 896 753 677 767 920 1553 1186 1110 1357 1237 525 493 707 866 802 1114 882 1107 1030 848
"gene_8683" 524 445 467 484 395 677 391 703 551 623 290 344 232 221 352 540 410 520 499 556
"gene_8684" 2231 2609 2275 2042 1955 2137 2471 2410 2872 2255 1107 1583 1542 961 1122 2262 2706 2517 2917 2462
"gene_8685" 1760 1778 2035 2133 2155 1392 945 1276 976 972 1644 3239 2077 1420 2395 698 705 662 944 712
"gene_8686" 3562 2477 3605 4436 2166 7856 5835 7930 7258 6541 5825 5639 6018 7291 6638 3747 7057 6242 3998 6625
"gene_8687" 9372 10107 11972 10939 9259 13915 15223 16740 14948 16197 9456 8654 9690 11143 10911 9374 10307 10590 6527 8299
"gene_8688" 728 719 846 708 846 580 669 602 563 701 574 560 692 471 403 608 830 592 869 752
"gene_8689" 2271 1805 1176 1678 1107 1097 1299 1110 1058 1033 1315 1780 1806 1328 1715 1115 1274 1962 1223 1654
"gene_8690" 3406 4911 4088 4708 4846 2977 2895 3023 2971 3215 3897 4188 3469 4891 3488 2823 2776 2987 2924 2966
"gene_8691" 1173 1029 927 913 1211 716 822 514 869 668 695 1164 516 704 692 855 721 825 726 806
"gene_8692" 2119 1910 1678 2485 2066 1801 1211 1198 1239 819 1635 1341 1584 1628 1585 1332 1451 1480 1480 1465
"gene_8693" 1028 976 770 914 1001 1183 1053 1053 1199 1014 1021 712 813 869 987 914 914 819 920 675
"gene_8694" 1946 1989 1948 1397 2122 1741 1876 1466 1016 1346 967 1370 1619 1501 1633 997 950 894 709 934
"gene_8695" 2064 2443 2388 2450 1923 1924 1674 1734 1817 1757 2587 2888 2663 2990 2256 3046 2675 1776 3128 2853
"gene_8696" 1282 880 992 1051 1224 789 1015 1789 1190 1182 635 613 516 506 428 730 808 667 772 730
"gene_8697" 289 333 437 256 341 277 216 281 318 279 189 165 276 121 257 208 224 250 226 279
"gene_8698" 433 457 400 551 378 454 761 547 554 534 289 231 341 212 271 578 598 577 450 581
"gene_8699" 294 324 243 412 321 65 50 90 101 93 95 131 138 115 138 260 164 98 185 129
"gene_8700" 499 671 811 925 622 1244 1157 1153 1127 1397 1100 1428 730 983 1129 337 489 377 486 540
"gene_8701" 1653 1315 955 1993 1086 865 691 702 820 533 867 881 476 679 606 1596 1733 1558 1744 1570
