"TP1_1" "TP1_2" "TP2_1" "TP2_2" "TP3_1" "TP3_2" "TP4_1" "TP4_2"
"gene_11723" 4981 5514 6944 6270 4635 4486 3574 5478
"gene_11724" 578 395 486 490 353 411 404 582
"gene_11725" 618 625 519 555 412 410 272 467
"gene_11726" 4986 4283 3752 4017 2499 3454 2011 2196
"gene_11727" 1105 1263 1559 1562 2590 2508 1127 1827
"gene_11728" 7774 7722 6603 6330 6137 4878 10074 8486
"gene_11729" 126 68 54 79 120 103 47 51
"gene_11730" 2795 2564 2780 2726 2946 2795 1922 2351
"gene_11731" 9 4 10 13 79 68 17 7
"gene_11732" 144 100 221 201 219 238 45 25
"gene_11733" 6699 5854 5044 8463 5470 6102 6992 5436
"gene_11734" 522 652 542 562 283 502 1083 1076
"gene_11735" 305 93 252 195 254 371 143 223
"gene_11736" 11324 10976 11411 11145 7130 6741 8938 8956
"gene_11737" 434 381 72 271 90 56 192 129
"gene_11738" 1055 637 641 1310 516 808 521 659
"gene_11739" 355 301 288 300 230 107 158 205
"gene_11740" 155 215 336 281 293 253 226 240
"gene_11741" 73 78 97 169 118 86 96 103
"gene_11742" 1760 2234 1826 1627 1452 1339 1095 1718
"gene_11743" 350 257 491 353 691 517 324 638
"gene_11744" 96 120 63 84 81 130 93 145
"gene_11745" 333 235 97 174 510 317 267 261
"gene_11746" 79 182 348 585 458 549 263 312
"gene_11747" 316 213 173 128 397 447 196 156
"gene_11748" 6254 5877 6675 5126 3786 3802 3601 3926
"gene_11749" 66 93 85 123 144 80 32 24
"gene_11750" 2860 2230 3603 2873 2447 2208 2982 2525
"gene_11751" 2240 2148 1639 2145 2689 2900 2159 2374
"gene_11752" 835 779 1255 1147 1115 914 1599 862
"gene_11753" 1021 1406 1129 794 279 412 1320 1048
"gene_11754" 990 1036 743 702 969 1277 828 1051
"gene_11755" 63 41 179 61 37 13 213 181
"gene_11756" 554 564 1079 964 868 900 383 596
"gene_11757" 1657 2143 2059 2654 2918 2232 1891 2186
"gene_11758" 8426 5084 7971 6245 5721 4824 5775 5765
"gene_11759" 2597 2227 2652 2720 2303 2393 3069 2480
"gene_11760" 189 135 227 119 147 177 349 247
"gene_11761" 202 69 151 200 46 28 59 117
"gene_11762" 246 219 145 120 264 236 288 171
"gene_11763" 2 1 18 12 0 28 61 32
"gene_11764" 106 111 30 69 130 84 142 109
"gene_11765" 399 521 583 436 220 273 327 399
"gene_11766" 91 65 53 103 88 17 110 66
"gene_11767" 50 59 16 15 69 60 19 42
"gene_11768" 9 4 0 0 0 0 8 3
"gene_11769" 150 78 68 166 52 34 110 90
"gene_11770" 19 40 37 66 17 23 21 20
"gene_11771" 64 69 28 51 7 11 18 38
"gene_11772" 5502 5445 5674 7359 8749 8592 9748 7397
"gene_11773" 1442 1850 1762 1602 1964 1607 1553 1652
"gene_11774" 1284 1193 1398 1964 2022 1993 2470 2016
"gene_11775" 45 85 74 66 167 106 48 118
"gene_11776" 8 4 19 8 51 82 50 26
"gene_11777" 696 1364 536 583 589 683 915 701
"gene_11778" 7 6 14 14 4 6 21 9
"gene_11779" 10 6 0 2 19 8 1 1
"gene_11780" 337 316 153 237 143 320 95 72
"gene_11781" 1560 1554 2369 2741 2038 1834 1030 802
"gene_11782" 40 23 25 35 28 59 64 40
"gene_11783" 184 147 92 35 53 58 131 118
"gene_11784" 5773 5873 6292 5748 6054 4752 5712 5950
"gene_11785" 3975 3415 2467 2083 3805 3217 3055 1964
"gene_11786" 602 600 784 619 884 1222 570 429
"gene_11787" 924 976 781 1130 531 898 373 310
"gene_11788" 17 27 2 12 22 15 18 4
"gene_11789" 8 11 0 0 0 0 11 23
"gene_11790" 4236 5028 5167 4648 5520 3780 4063 5194
"gene_11791" 1904 1613 1588 2769 1203 1384 1527 1536
"gene_11792" 631 683 766 648 195 286 416 430
"gene_11793" 4308 4033 5499 5309 5061 5349 4905 4802
"gene_11794" 32 20 4 13 9 24 27 39
"gene_11795" 220 239 488 486 671 429 256 253
"gene_11796" 8408 9457 7257 7625 15723 14704 7168 5813
"gene_11797" 786 724 800 873 512 639 807 1433
"gene_11798" 2053 2584 2017 2803 2500 1559 2715 2675
"gene_11799" 146 93 114 244 224 252 198 204
"gene_11800" 98 113 132 166 68 119 93 111
"gene_11801" 128 125 149 161 283 330 366 353
"gene_11802" 147 66 60 42 51 102 41 104
"gene_11803" 2105 1682 2478 2181 2247 2757 2048 2067
"gene_11804" 48 40 22 8 4 2 9 12
"gene_11805" 2592 2882 2320 2553 2432 2483 4696 4922
"gene_11806" 1669 1859 1505 2052 3146 1968 1986 2932
"gene_11807" 4110 3116 5927 5294 4251 4401 4144 4235
"gene_11808" 95 62 80 58 55 39 21 28
"gene_11809" 32 29 79 67 2 3 3 13
"gene_11810" 50 30 24 18 26 39 18 25
"gene_11811" 23 45 50 16 4 1 151 197
"gene_11812" 7089 7421 9340 8727 11376 11270 10890 12270
"gene_11813" 629 487 588 473 648 363 1127 1030
"gene_11814" 293 515 189 332 655 805 242 195
"gene_11815" 37 41 45 61 39 66 106 73
"gene_11816" 530 345 543 469 488 625 177 245
"gene_11817" 48 44 11 15 2 12 68 7
"gene_11818" 131 41 284 318 233 150 371 307
"gene_11819" 12 10 5 2 7 12 6 3
"gene_11820" 41 55 62 41 3 6 11 28
"gene_11821" 580 490 214 209 353 417 449 494
"gene_11822" 8 11 0 0 2 8 0 0
"gene_11823" 5 3 0 1 15 15 0 0
"gene_11824" 1579 2625 1763 2297 1025 1623 2528 2400
"gene_11825" 505 612 637 642 518 647 760 688
"gene_11826" 0 0 54 33 23 26 5 1
"gene_11827" 829 1012 1246 1688 1600 1233 1412 1466
"gene_11828" 1156 917 1073 1350 783 971 1169 1114
"gene_11829" 998 664 1092 1244 1038 1062 1549 1282
"gene_11830" 3233 3215 4262 4631 2622 2854 3795 4362
"gene_11831" 1604 1432 1438 1432 918 613 1432 1385
"gene_11832" 707 303 210 295 480 457 280 327
"gene_11833" 66 68 0 0 7 0 42 61
"gene_11834" 1257 1429 1758 1348 922 791 2108 2202
"gene_11835" 810 907 942 825 959 905 1165 1129
"gene_11836" 18 17 104 65 137 80 43 17
"gene_11837" 899 935 1016 1044 1257 2070 1631 810
"gene_11838" 2871 3386 3107 3452 2359 3169 2292 2824
"gene_11839" 1301 947 1857 882 1564 1453 870 851
"gene_11840" 5977 5235 6552 8241 5930 7320 6397 4526
"gene_11841" 8371 8479 7121 7055 8352 7065 7387 7732
"gene_11842" 33 22 130 200 24 13 61 93
"gene_11843" 184 222 34 35 74 48 79 150
"gene_11844" 9 54 75 70 78 53 65 132
"gene_11845" 106 84 142 110 21 22 114 85
"gene_11846" 851 853 306 204 845 350 274 288
"gene_11847" 569 777 486 910 544 625 543 989
"gene_11848" 68 62 111 84 77 47 8 21
"gene_11849" 1853 2351 1110 1006 1143 1162 1804 1199
"gene_11850" 58 41 44 73 43 44 32 14
"gene_11851" 1683 1498 1516 1617 1308 1354 1839 1615
"gene_11852" 20 9 3 2 2 15 3 1
"gene_11853" 2621 2329 1915 1822 2781 2793 1483 1974
"gene_11854" 576 460 901 838 416 271 965 814
"gene_11855" 1 1 8 7 0 0 0 0
"gene_11856" 221 306 147 177 114 93 354 438
"gene_11857" 62 102 110 120 72 62 289 302
"gene_11858" 44 40 24 49 8 24 23 12
"gene_11859" 2869 3107 2916 2754 1696 1623 2791 3273
"gene_11860" 177 133 71 76 91 99 63 119
"gene_11861" 8058 8582 8329 7013 7150 6125 6768 7173
"gene_11862" 460 289 461 414 340 423 395 282
"gene_11863" 970 875 851 578 329 274 849 1038
"gene_11864" 1177 1203 725 812 1471 1602 974 1264
"gene_11865" 2350 2176 3755 3725 2669 2566 2531 3204
"gene_11866" 181 73 168 114 101 199 116 98
"gene_11867" 288 221 511 509 630 751 585 584
"gene_11868" 682 716 450 449 814 662 551 484
"gene_11869" 3794 4620 5425 6400 3802 4158 3120 3955
"gene_11870" 207 223 263 313 207 181 478 375
"gene_11871" 8397 7063 9449 9905 6816 9444 12869 11998
"gene_11872" 75 163 76 60 49 76 154 177
"gene_11873" 346 570 348 342 198 289 349 362
"gene_11874" 1920 2510 2200 2548 3772 2948 3348 3200
"gene_11875" 1318 1133 1702 1169 1185 1400 1239 1391
"gene_11876" 1407 1423 1511 1167 1120 870 1205 1099
"gene_11877" 1842 2488 4098 3766 1825 1432 2732 2803
"gene_11878" 87 89 43 42 63 65 111 33
"gene_11879" 2349 1954 4496 3772 3233 2668 2686 3142
"gene_11880" 648 560 640 1007 528 481 1169 1329
"gene_11881" 4801 5611 11389 9175 14328 13510 8658 9608
"gene_11882" 155 158 290 367 459 446 282 188
"gene_11883" 268 74 103 116 19 20 155 115
"gene_11884" 83 85 75 123 60 79 63 67
"gene_11885" 494 491 565 505 750 559 226 423
"gene_11886" 1716 1907 3755 4312 2889 3411 2568 1675
"gene_11887" 54 83 44 40 184 131 49 76
"gene_11888" 477 595 775 408 784 615 387 538
"gene_11889" 13 0 33 47 15 9 24 36
"gene_11890" 39 52 44 20 32 30 22 11
"gene_11891" 206 323 202 267 870 455 155 180
"gene_11892" 72 84 47 15 38 62 97 26
"gene_11893" 6344 7116 6239 5683 3975 4826 7447 8073
"gene_11894" 122 119 48 57 115 64 86 39
"gene_11895" 2363 1895 1360 2011 2088 2513 2430 2035
"gene_11896" 245 201 275 267 159 233 197 200
"gene_11897" 90 59 7 14 0 0 33 19
"gene_11898" 66 36 183 147 129 161 90 46
"gene_11899" 251 243 183 183 240 127 211 251
"gene_11900" 11130 8168 5969 6536 6228 5509 5638 4807
"gene_11901" 6 16 17 25 13 8 35 48
"gene_11902" 778 1145 459 645 980 668 947 425
"gene_11903" 6 0 0 2 1 7 6 31
"gene_11904" 730 750 259 334 177 223 276 218
"gene_11905" 1290 1481 1704 1763 1335 2142 2046 2261
"gene_11906" 62 85 52 170 129 122 265 266
"gene_11907" 10342 9038 8290 10781 8700 8980 14753 12482
"gene_11908" 7037 6897 5177 6144 6363 5849 5113 5507
"gene_11909" 107 124 141 180 108 96 229 109
"gene_11910" 548 444 377 337 216 378 400 595
"gene_11911" 231 332 545 462 173 210 280 234
"gene_11912" 1151 835 664 780 646 538 1611 1183
"gene_11913" 24 24 70 22 136 159 75 67
"gene_11914" 11951 14056 15203 12127 13238 9362 15212 14788
"gene_11915" 3096 2840 4372 4040 2465 4112 4321 3413
"gene_11916" 25 17 154 128 58 58 103 106
"gene_11917" 265 381 650 625 685 349 275 319
"gene_11918" 545 458 252 154 228 305 339 227
"gene_11919" 260 492 343 430 188 219 213 219
"gene_11920" 2486 2263 1205 859 1899 1684 1364 1724
"gene_11921" 5414 6148 4076 4389 3244 2715 4502 4603
"gene_11922" 4045 3204 1776 2529 1878 1948 1718 1583
"gene_11923" 33 18 0 0 0 0 0 0
"gene_11924" 397 185 125 151 86 121 31 47
"gene_11925" 2247 2624 3164 3023 2746 3269 3001 2438
"gene_11926" 43 53 15 14 12 24 12 16
"gene_11927" 624 675 728 1162 942 851 792 695
"gene_11928" 855 667 677 614 887 1020 519 466
"gene_11929" 6830 9163 7438 7980 7811 7002 5615 6205
"gene_11930" 6662 7872 5257 8705 6449 7067 5919 5732
"gene_11931" 1872 1925 3824 2943 3325 2442 2502 1937
"gene_11932" 453 336 439 313 469 267 220 301
"gene_11933" 2408 2186 3145 2480 1818 1812 3415 2851
"gene_11934" 7352 6096 8128 5689 6809 9782 6165 8657
"gene_11935" 445 370 463 325 231 110 159 155
"gene_11936" 275 277 144 132 150 214 210 100
"gene_11937" 3634 3011 4358 3381 4065 2510 3444 3474
"gene_11938" 307 316 913 669 688 562 447 397
"gene_11939" 12711 9302 9577 10630 9170 8798 6452 7838
"gene_11940" 4382 3246 2768 3009 2074 2455 2436 2948
"gene_11941" 1177 1396 1233 1401 1821 1586 1374 1669
"gene_11942" 6 1 0 0 0 0 5 12
"gene_11943" 1148 1427 1041 1521 648 652 1155 1065
"gene_11944" 207 257 398 160 317 192 317 339
"gene_11945" 27 108 153 93 39 60 52 47
"gene_11946" 2768 2964 4109 3506 3894 2481 3010 3359
"gene_11947" 307 365 205 302 482 540 235 123
"gene_11948" 3913 4826 4233 3168 2917 3220 3165 4772
"gene_11949" 5557 6252 8464 7225 6358 8303 7086 8894
"gene_11950" 3639 3283 3064 2890 4716 4652 3356 4160
"gene_11951" 1 7 1 0 0 13 0 0
"gene_11952" 7672 6388 6060 3805 7322 8032 7653 7686
"gene_11953" 16 23 10 2 43 52 54 69
"gene_11954" 934 1106 696 387 1124 1461 1314 1254
"gene_11955" 636 538 743 968 748 627 998 1096
"gene_11956" 3386 3137 7117 7641 6510 5133 2599 2154
"gene_11957" 523 455 156 228 382 292 173 141
"gene_11958" 3603 4180 4619 2012 4789 3908 2884 2604
"gene_11959" 260 319 640 399 603 578 506 439
"gene_11960" 645 685 310 231 457 408 407 425
"gene_11961" 770 536 416 776 892 362 185 201
"gene_11962" 249 414 461 359 353 436 213 237
"gene_11963" 4 10 0 0 2 12 4 2
"gene_11964" 91 88 135 167 25 26 123 157
"gene_11965" 248 361 60 46 100 135 146 140
"gene_11966" 662 536 503 411 664 628 538 411
"gene_11967" 1166 1259 799 749 1169 592 1313 1009
"gene_11968" 11 1 29 8 18 14 15 17
"gene_11969" 8473 7241 10608 10052 4771 5034 9922 10210
"gene_11970" 468 512 104 174 125 163 109 80
"gene_11971" 7 14 53 77 48 38 41 38
"gene_11972" 209 220 506 475 366 323 628 748
"gene_11973" 78 53 89 111 38 142 55 57
"gene_11974" 79 61 101 110 77 363 140 110
"gene_11975" 770 835 210 267 668 664 984 622
"gene_11976" 3 6 27 16 9 3 0 0
"gene_11977" 194 260 50 70 112 150 82 21
"gene_11978" 823 609 629 685 536 802 860 700
"gene_11979" 1183 1570 1612 1463 1426 1152 1692 1500
"gene_11980" 1477 1440 676 759 475 909 1054 820
"gene_11981" 790 705 581 948 800 733 631 627
"gene_11982" 131 175 60 106 7 1 0 0
"gene_11983" 12 24 52 32 42 12 18 16
"gene_11984" 0 0 0 0 2 3 2 3
"gene_11985" 0 0 25 23 6 1 55 28
"gene_11986" 3724 3986 4171 4324 3548 4662 3682 2040
"gene_11987" 4416 4411 4894 3590 5627 6303 4621 4481
"gene_11988" 9 43 4 6 29 32 3 1
"gene_11989" 7987 6926 8589 6317 5284 5863 5872 6308
"gene_11990" 4223 4789 3632 3556 4128 2836 2739 2192
"gene_11991" 523 471 373 267 423 659 186 177
"gene_11992" 2422 2636 3495 2574 2144 2107 1578 1270
"gene_11993" 8 4 18 10 49 39 42 14
"gene_11994" 16 21 29 28 39 34 20 13
"gene_11995" 7 2 16 8 32 36 0 0
"gene_11996" 2734 2784 4198 4413 4261 4235 1304 1542
"gene_11997" 8 26 73 65 0 0 5 6
"gene_11998" 792 698 588 517 300 384 1376 1164
"gene_11999" 563 499 785 541 1368 901 831 736
"gene_12000" 3797 4076 2527 2812 2675 3210 2147 1866
"gene_12001" 59 18 17 1 118 39 14 12
"gene_12002" 6847 5043 6144 5470 6907 6610 4436 4853
"gene_12003" 3201 4172 2246 2376 4169 3423 2194 2099
"gene_12004" 1709 1211 1120 1211 1595 2049 1702 1553
"gene_12005" 2795 3441 2575 2410 1812 2357 1696 1825
"gene_12006" 108 86 165 290 180 253 213 197
"gene_12007" 167 212 490 354 221 113 486 418
"gene_12008" 865 859 820 834 1068 1030 1194 1056
"gene_12009" 584 676 956 351 444 706 832 678
"gene_12010" 353 628 765 640 576 457 766 424
"gene_12011" 1253 1250 1066 974 926 1040 1598 1544
"gene_12012" 1629 2815 3400 2878 2375 2559 2816 2684
"gene_12013" 2217 2248 5133 4076 4290 3880 3484 3860
"gene_12014" 2195 1985 1983 2023 1289 1611 1777 1926
"gene_12015" 2958 2680 2456 2328 2668 3495 2129 1863
"gene_12016" 139 245 203 157 210 151 128 129
"gene_12017" 809 391 486 284 198 219 123 181
"gene_12018" 4858 5443 2496 2319 6040 4943 4910 4539
"gene_12019" 6010 6428 3279 2870 5038 4407 5482 6618
"gene_12020" 2884 3140 3466 3539 5252 5409 3151 2817
"gene_12021" 590 380 296 280 418 397 676 640
"gene_12022" 179 233 188 278 316 312 191 186
"gene_12023" 3175 2753 4908 5001 3327 3370 2288 1934
"gene_12024" 26 16 53 42 26 10 8 6
"gene_12025" 127 92 58 20 84 48 54 110
"gene_12026" 705 1055 703 583 890 922 801 467
"gene_12027" 354 330 638 704 809 550 462 402
"gene_12028" 0 0 8 5 1 0 3 28
"gene_12029" 2113 2194 1959 2048 1497 1827 3338 3386
"gene_12030" 3374 3864 2215 2545 3275 3788 3951 3572
"gene_12031" 192 206 94 60 255 298 190 201
"gene_12032" 6689 7874 7111 6800 5048 6878 5547 6892
"gene_12033" 4194 5594 3688 4013 4850 3853 5442 5326
"gene_12034" 357 393 740 488 416 399 255 158
"gene_12035" 48 27 16 14 12 26 26 14
"gene_12036" 583 777 507 704 670 518 516 493
"gene_12037" 12 68 65 58 9 5 23 37
"gene_12038" 933 605 368 240 289 400 368 285
"gene_12039" 1708 1992 1914 2008 2637 2620 2705 1731
"gene_12040" 438 380 321 307 867 587 409 316
"gene_12041" 3091 2338 2540 2572 2632 2193 2609 3833
"gene_12042" 1762 2005 1786 1550 1938 1849 1778 1816
"gene_12043" 1196 1598 1577 1376 1605 1156 1515 1389
"gene_12044" 310 333 511 276 384 319 675 486
"gene_12045" 5279 4459 3340 3099 5247 4463 3421 3340
"gene_12046" 5514 5987 6057 6759 5683 4721 5649 6062
"gene_12047" 728 654 582 520 353 430 492 747
"gene_12048" 46 26 35 37 44 47 14 15
"gene_12049" 138 40 28 169 129 83 77 108
"gene_12050" 3 8 110 113 14 12 45 28
"gene_12051" 102 37 14 20 76 77 6 36
"gene_12052" 62 126 149 108 119 144 55 53
"gene_12053" 219 248 121 190 165 229 224 233
"gene_12054" 0 0 1 17 1 7 3 0
"gene_12055" 5661 6067 13119 8559 9850 9838 10079 12010
"gene_12056" 101 201 117 72 105 183 21 48
"gene_12057" 2884 3196 3129 3525 2208 2253 2063 2390
"gene_12058" 127 200 228 240 190 260 223 124
"gene_12059" 267 321 598 573 439 237 480 461
"gene_12060" 1610 1611 3242 4245 2119 2266 3009 2753
"gene_12061" 3003 3136 3073 3282 2435 2363 3431 3332
"gene_12062" 4329 4553 6159 5309 5477 5060 5306 5955
"gene_12063" 8 7 0 0 0 3 31 14
"gene_12064" 684 731 610 959 864 1106 1544 1104
"gene_12065" 101 138 26 25 278 191 134 181
"gene_12066" 2492 2629 3556 3569 4399 3405 4163 5862
"gene_12067" 439 276 130 186 259 203 218 287
"gene_12068" 21 41 109 53 32 30 0 0
"gene_12069" 2494 3503 3501 4425 3383 4142 2276 2043
"gene_12070" 1234 1535 1540 1925 1511 2228 2186 2399
"gene_12071" 1945 1306 609 784 1694 1648 2599 2010
"gene_12072" 72 111 74 111 252 143 296 410
"gene_12073" 4469 5269 6145 5361 4196 3599 6419 5684
"gene_12074" 27668 28882 23553 18803 34363 32704 17379 16926
"gene_12075" 99 94 85 159 202 221 270 139
"gene_12076" 1628 1477 3433 3103 2286 1963 2122 2390
"gene_12077" 3332 3369 3361 4993 3984 4896 3363 4104
"gene_12078" 38 56 42 33 40 26 27 32
"gene_12079" 52 35 33 12 87 216 10 6
"gene_12080" 180 118 193 222 194 277 166 163
"gene_12081" 328 326 153 94 113 145 77 98
"gene_12082" 3470 3546 4544 3685 1929 2031 2470 2547
"gene_12083" 0 3 5 11 27 10 2 14
"gene_12084" 1587 1399 1423 1475 1169 1303 1807 1395
"gene_12085" 2549 2476 2806 4043 2582 2355 1906 1994
"gene_12086" 21 5 80 21 38 16 25 34
"gene_12087" 75 42 36 56 17 19 32 40
"gene_12088" 4476 4277 4693 4410 4791 4164 5610 5686
"gene_12089" 31 31 84 59 40 52 33 16
"gene_12090" 381 275 227 245 210 145 214 257
"gene_12091" 3858 4760 6462 6877 4343 4292 3847 4536
"gene_12092" 436 423 366 327 326 279 545 565
"gene_12093" 1018 920 502 504 457 667 383 455
"gene_12094" 20724 23228 21175 19462 27922 29652 28454 33128
"gene_12095" 581 451 424 525 768 694 852 482
"gene_12096" 5551 7183 6618 5839 5758 4265 5483 4063
"gene_12097" 507 262 1040 1180 1149 961 888 916
"gene_12098" 1647 955 1205 1567 1101 1099 1336 1017
"gene_12099" 62 97 38 77 31 42 136 97
"gene_12100" 1031 822 588 541 603 1022 599 621
"gene_12101" 64 58 37 20 74 71 37 39
"gene_12102" 2052 1668 1414 1384 1855 1672 1560 2332
"gene_12103" 83 100 70 64 134 99 35 32
"gene_12104" 2893 2737 2615 2457 3322 2713 2449 2260
"gene_12105" 1830 1453 1320 1601 687 704 1222 1019
"gene_12106" 733 894 971 1685 1589 1863 1222 1162
"gene_12107" 6142 4766 6996 6746 7680 6413 5965 6147
"gene_12108" 25 29 34 25 49 11 51 37
"gene_12109" 3300 2772 3119 3200 2407 2057 1739 2416
"gene_12110" 1030 1445 1079 898 857 772 1011 882
"gene_12111" 59 78 83 80 129 244 73 13
"gene_12112" 11973 10803 15677 17269 11713 10084 9692 7398
"gene_12113" 5158 5109 5998 4808 4888 4256 4744 4061
"gene_12114" 2971 3175 2786 2963 953 1083 1497 2435
"gene_12115" 22 53 0 0 0 0 0 0
"gene_12116" 2453 2826 1895 2223 2129 2477 2736 2396
"gene_12117" 1248 1465 1186 1255 859 1052 1125 1344
"gene_12118" 2035 3025 2092 2481 1752 2072 3921 2870
"gene_12119" 18 50 0 0 3 5 8 6
"gene_12120" 1299 1356 980 1009 1165 1446 1112 1100
"gene_12121" 892 856 1786 1239 1241 1263 1169 1452
"gene_12122" 43 22 111 87 90 72 0 0
"gene_12123" 2243 2658 3568 3472 2994 2888 2090 2386
"gene_12124" 26 36 4 6 42 56 102 58
"gene_12125" 1119 1143 758 1276 568 486 759 699
"gene_12126" 2926 2479 2929 3239 2573 1945 2148 2060
"gene_12127" 3007 3401 3873 2950 2598 2403 2160 2294
"gene_12128" 179 91 307 266 100 181 232 170
"gene_12129" 819 1094 872 854 1085 1211 1038 1106
"gene_12130" 3203 3306 2267 1587 1896 2107 2962 3605
"gene_12131" 1035 557 856 813 500 552 676 709
"gene_12132" 13389 10487 9780 16836 8927 11412 9834 9713
"gene_12133" 66 55 189 167 51 41 104 94
"gene_12134" 13270 10860 11706 10111 6897 10015 8570 10464
"gene_12135" 257 153 355 493 520 661 576 340
"gene_12136" 15 10 124 62 27 18 0 0
"gene_12137" 2678 4176 4480 5572 3248 3887 3012 4105
"gene_12138" 1148 1105 1323 1596 1428 1509 1630 1763
"gene_12139" 4021 3491 3754 3881 2381 2499 2520 2349
"gene_12140" 18 61 186 120 49 40 65 46
"gene_12141" 593 751 723 618 396 290 739 520
"gene_12142" 622 467 557 448 408 319 779 763
"gene_12143" 345 359 377 272 416 310 257 316
"gene_12144" 1114 1163 512 675 717 630 900 761
"gene_12145" 1194 1425 1789 1170 1804 1768 1251 1247
"gene_12146" 10 35 24 47 50 79 26 16
"gene_12147" 337 529 370 501 397 270 335 346
"gene_12148" 13567 11953 8060 8347 10269 13449 10813 11137
"gene_12149" 1520 1150 1061 1466 1088 1140 1167 1737
"gene_12150" 18 28 0 0 30 31 40 31
"gene_12151" 35 58 28 81 19 6 6 20
"gene_12152" 640 828 789 824 810 535 360 398
"gene_12153" 220 190 289 331 515 542 221 246
"gene_12154" 206 240 48 85 190 116 121 97
"gene_12155" 15808 10094 11783 12225 11339 9920 13277 11692
"gene_12156" 1807 1470 984 1778 979 1249 1034 1337
"gene_12157" 40 25 72 105 68 100 18 41
"gene_12158" 24 14 11 43 143 128 20 24
"gene_12159" 15 8 1 2 0 0 2 1
"gene_12160" 9614 8458 7462 7331 4721 5072 5837 4844
"gene_12161" 250 269 136 169 259 518 228 218
"gene_12162" 1319 1444 1329 1281 1116 1303 771 770
"gene_12163" 3334 3911 5846 9074 3738 3310 2381 2731
"gene_12164" 1153 1056 780 719 808 940 757 1014
"gene_12165" 2351 2651 1933 2528 1761 2648 2908 3571
"gene_12166" 43 24 109 145 68 77 36 32
"gene_12167" 1259 1743 3243 3294 1821 1351 1235 1983
"gene_12168" 191 177 268 334 353 310 281 262
"gene_12169" 225 270 303 313 286 180 186 223
"gene_12170" 336 210 157 127 357 286 188 288
"gene_12171" 2574 2573 1946 2082 1586 2435 2592 3102
"gene_12172" 194 131 120 112 143 59 245 182
"gene_12173" 847 640 674 825 273 325 542 330
"gene_12174" 618 827 519 600 933 723 919 576
"gene_12175" 669 974 877 805 1162 1158 526 683
"gene_12176" 0 0 1 2 1 6 0 0
"gene_12177" 241 272 535 245 189 211 228 324
"gene_12178" 501 478 251 403 505 492 214 249
"gene_12179" 2844 3619 3828 3866 3939 3714 3649 3942
"gene_12180" 697 630 746 570 1194 1093 1020 730
"gene_12181" 5329 5072 5818 6099 5242 7295 6444 7113
"gene_12182" 6253 6336 5104 7290 7371 7611 6575 7746
"gene_12183" 39 30 52 80 49 46 30 44
"gene_12184" 0 0 0 0 7 4 0 0
"gene_12185" 67 49 6 20 12 54 28 19
"gene_12186" 1041 1283 330 460 765 769 198 171
"gene_12187" 1260 1146 1547 1645 947 1155 1009 1079
"gene_12188" 38 16 0 0 0 0 20 10
"gene_12189" 290 218 13 107 127 109 109 187
"gene_12190" 232 245 358 352 280 203 142 103
"gene_12191" 37 47 106 120 65 36 78 87
"gene_12192" 5379 4696 6570 6643 5613 5294 6307 6057
